publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
The Communication Review	1071-4421	1547-7487	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcrv20		gcrv20		fulltext			serial											1071-4421	1547-7487					Current	
The Conservator	0140-0096		1997-01-01	21	1	2008-12-31	31	1	https://www.tandfonline.com/openurl?genre=journal&stitle=rcon18		rcon18		fulltext			serial									now: Journal of the Institute of Conservation		0140-0096						Current	
The Court Historian	1462-9712	2056-3450	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ycou20		ycou20		fulltext			serial									transfer in (2016): Maney		1462-9712	2056-3450			2016-01-05		Current	
The Design Journal	1460-6925	1756-3062	1997-01-01	1	supp. 1				https://www.tandfonline.com/openurl?genre=journal&stitle=rfdj20		rfdj20		fulltext			serial									transfer in (2015): Bloombury		1460-6925	1756-3062					Current	
The Educational Forum	0013-1725	1938-8098	1997-01-01	61	1				https://www.tandfonline.com/openurl?genre=journal&stitle=utef20		utef20		fulltext			serial											0013-1725	1938-8098					Current	
The Engineering Economist	0013-791X	1547-2701	1997-01-01	42	2				https://www.tandfonline.com/openurl?genre=journal&stitle=utee20		utee20		fulltext			serial											0013-791X	1547-2701					Current	
The European Journal of Contraception and Reproductive Health Care	1362-5187	1473-0782	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iejc20		iejc20		fulltext			serial											1362-5187	1473-0782			2015-08-01		Current	
The European Journal of Cultural Policy	1074-6897		1997-01-01	3	2	1997-12-31	3	2	https://www.tandfonline.com/openurl?genre=journal&stitle=gcul19		gcul19		fulltext			serial									now: International Journal of Cultural Policy (ISSN: 1028-6632; 1997- )		1074-6897						Current	
The European Journal of Finance	1351-847X	1466-4364	1996-03-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rejf20		rejf20		fulltext			serial											1351-847X	1466-4364					Current	
The European Journal of the History of Economic Thought	0967-2567	1469-5936	1997-01-01	4	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rejh20		rejh20		fulltext			serial											0967-2567	1469-5936					Current	
The European Legacy	1084-8770	1470-1316	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cele20		cele20		fulltext			serial											1084-8770	1470-1316					Current	
The Explicator	0014-4940	1939-926X	1997-01-01	55	2				https://www.tandfonline.com/openurl?genre=journal&stitle=vexp20		vexp20		fulltext			serial											0014-4940	1939-926X					Current	
The Geography Teacher	1933-8341	1752-6884	2004-10-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rget20		rget20		fulltext			serial											1933-8341	1752-6884					Current	
The Germanic Review: Literature, Culture, Theory	0016-8890	1930-6962	1997-01-01	72	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vger20		vger20		fulltext			serial											0016-8890	1930-6962					Current	
The Historian	0018-2370	1540-6563	1997-03-01	59	3				https://www.tandfonline.com/openurl?genre=journal&stitle=rhis20		rhis20		fulltext			serial									transfer in (2020): Wiley	10.1111/(ISSN)1540-6563	0018-2370	1540-6563					Current	
The Historic Environment: Policy & Practice	1756-7505	1756-7513	2010-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=yhen20		yhen20		fulltext			serial									transfer in (2016): Maney		1756-7505	1756-7513			2015-12-01		Current	
The History of the Family	1081-602X	1873-5398	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rhof20		rhof20		fulltext			serial											1081-602X	1873-5398					Current	
The Humanistic Psychologist	0887-3267	1547-3333	1985-01-01	1	1	2015-12-31	43	4	http://www.tandfonline.com/openurl?genre=journal&stitle=hthp20		hthp20		fulltext			serial									Transfer out (2016):American Psychological Association		0887-3267	1547-3333					Current	
The IES Journal Part A: Civil & Structural Engineering	1937-3260	1937-3279	2008-01-02	1	1	2015-12-31	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=tiea20		tiea20		fulltext			serial									Ceased (2016)		1937-3260	1937-3279					Current	
The Information Society	0197-2243	1087-6537	1996-03-01	12	1				https://www.tandfonline.com/openurl?genre=journal&stitle=utis20		utis20		fulltext			serial											0197-2243	1087-6537					Current	
The International History Review	0707-5332	1949-6540	1997-01-01	19	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rinh20		rinh20		fulltext			serial											0707-5332	1949-6540					Current	
The International Information & Library Review	1057-2317		1997-01-01	29	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ulbr20		ulbr20		fulltext			serial									Transfer in (2014). Elsevier		1057-2317						Current	
Transactions of the Newcomen Society	0372-0187		1997-01-01	69	1	2008-07-31	78	2	https://www.tandfonline.com/openurl?genre=journal&stitle=yhet20		yhet20		fulltext			serial									Now: International Journal for the History of Engineering & Technology		0372-0187				2015-12-01		Current	
The International Journal of Aerospace Psychology	2472-1840	2472-1832	2017-04-01	27	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=hiap21		hiap21		fulltext			serial									previously: The International Journal of Aviation Psychology (ISSN: 1050-8414, 1991-2016)		2472-1840	2472-1832					Current	
The International Journal of Aviation Psychology	1050-8414	1532-7108	1997-01-01	7	1	2016-12-31	26	03-Apr	https://www.tandfonline.com/openurl?genre=journal&stitle=hiap20		hiap20		fulltext			serial									now: The International Journal of Aerospace Psychology (ISSN: 2472-1840, 2017- )		1050-8414	1532-7108					Current	
The International Journal of Human Resource Management	0958-5192	1466-4399	1997-01-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rijh20		rijh20		fulltext			serial											0958-5192	1466-4399					Current	
The International Journal of Human Rights	1364-2987	1744-053X	1997-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fjhr20		fjhr20		fulltext			serial											1364-2987	1744-053X					Current	
The International Journal of Psychoanalysis	0020-7578	1745-8315	2001-02-01	82	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ripa20		ripa20		fulltext			serial									transfer in (2018): Wiley	10.1111/(ISSN)1745-8315	0020-7578	1745-8315			2018-01-01		Current	
The International Journal of the History of Sport	0952-3367	1743-9035	1997-01-01	14	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fhsp20		fhsp20		fulltext			serial											0952-3367	1743-9035					Current	
The International Review of Retail, Distribution and Consumer Research	0959-3969	1466-4402	1997-01-01	7	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rirr20		rirr20		fulltext			serial											0959-3969	1466-4402					Current	
The International Spectator	0393-2729	1751-9721	1997-01-01	32	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rspe20		rspe20		fulltext			serial									Previously: Lo Spettatore Internazionale (1966-1982)		0393-2729	1751-9721					Current	
The International Trade Journal	0885-3908	1521-0545	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uitj20		uitj20		fulltext			serial											0885-3908	1521-0545					Current	
The Interpreter and Translator Trainer	1750-399X	1757-0417	2007-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ritt20		ritt20		fulltext			serial									Transfer in (2014) : St Jerome Publishing		1750-399X	1757-0417					Current	
The Irish Journal of Psychology	0303-3910	2158-0812	1997-01-01	18	1	2014-12-31	35	4	http://www.tandfonline.com/openurl?genre=journal&stitle=riri20		riri20		fulltext			serial									transfer out (2016):Psychological Society of Ireland		0303-3910	2158-0812					Current	
The Italianist	0261-4340	1748-619X	1997-01-01	17	1				https://www.tandfonline.com/openurl?genre=journal&stitle=yita20		yita20		fulltext			serial									transfer in (2016): Maney		0261-4340	1748-619X			2016-01-05		Current	
The Japanese Political Economy	2329-194X	2329-1958	2014-04-01	40	1				https://www.tandfonline.com/openurl?genre=journal&stitle=mjes20		mjes20		fulltext			serial									transfer in (2015): M.E. Sharpe. Previously: Japanese Economy (1972-2012)		2329-194X	2329-1958			2015-01-01		Current	
The Journal for Specialists in Group Work	0193-3922	1549-6295	1997-01-01	22	1				https://www.tandfonline.com/openurl?genre=journal&stitle=usgw20		usgw20		fulltext			serial											0193-3922	1549-6295					Current	
The Journal of Adhesion	0021-8464	1563-518X	1997-01-01	60	01-Apr				https://www.tandfonline.com/openurl?genre=journal&stitle=gadh20		gadh20		fulltext			serial											0021-8464	1563-518X					Current	
The Journal of Agricultural Education and Extension	1389-224X	1750-8622	1998-06-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=raee20		raee20		fulltext			serial									previously: European Journal of Agricultural Education and Extension		1389-224X	1750-8622					Current	
The Journal of Architecture	1360-2365	1466-4410	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rjar20		rjar20		fulltext			serial											1360-2365	1466-4410					Current	
The Journal of Arts Management and Law	0733-5113		1982-01-01	12	1	1991-12-31	21	4	http://www.tandfonline.com/openurl?genre=journal&stitle=vzam20		vzam20		fulltext			serial											0733-5113						Current	
The Journal of Arts Management, Law, and Society	1063-2921	1930-7799	1997-01-01	26	4				https://www.tandfonline.com/openurl?genre=journal&stitle=vjam20		vjam20		fulltext			serial											1063-2921	1930-7799					Current	
The Journal of Business Education	0021-9444		1929-01-01	2	1	1985-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=vjeb19		vjeb19		fulltext			serial									now: Journal of Education for Business (1985 - current)		0021-9444						Current	
The Journal of Commonwealth & Comparative Politics	0306-3631		1997-01-01	35	1	1997-11-30	35	3	https://www.tandfonline.com/openurl?genre=journal&stitle=fccp19		fccp19		fulltext			serial									now: Commonwealth & Comparative Politics (ISSN: 1466-2043, 1998- ); previously: Journal of Commonwealth Political Studies (1961-1973)		0306-3631						Current	
The Journal of Comparative Asian Development	1533-9114	2150-5403	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcad20		rcad20		fulltext			serial											1533-9114	2150-5403					Current	
The Journal of Continuing Higher Education	0737-7363	1948-4801	1997-01-01	45	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ujch20		ujch20		fulltext			serial											0737-7363	1948-4801					Current	
The Journal of Economic Education	0022-0485	2152-4068	1997-01-01	28	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vece20		vece20		fulltext			serial											0022-0485	2152-4068					Current	
The Journal of Educational Research	0022-0671	1940-0675	1997-01-01	90	3				https://www.tandfonline.com/openurl?genre=journal&stitle=vjer20		vjer20		fulltext			serial											0022-0671	1940-0675					Current	
The Journal of Environmental Education	0095-8964	1940-1892	1997-01-01	28	2				https://www.tandfonline.com/openurl?genre=journal&stitle=vjee20		vjee20		fulltext			serial											0095-8964	1940-1892					Current	
The Journal of Experimental Education	0022-0973	1940-0683	1997-01-01	65	3				https://www.tandfonline.com/openurl?genre=journal&stitle=vjxe20		vjxe20		fulltext			serial											0022-0973	1940-0683					Current	
The Journal of Forensic Psychiatry	0958-5184	1469-9478	1997-01-01	8	1	2002-12-31	13	3	https://www.tandfonline.com/openurl?genre=journal&stitle=rjfp19		rjfp19		fulltext			serial									now: Journal of Forensic Psychiatry & Psychology (2003 - )		0958-5184	1469-9478					Current	
The Journal of Garden History	0144-5170		1997-01-01	17	1	1997-12-31	17	4	https://www.tandfonline.com/openurl?genre=journal&stitle=tgah19		tgah19		fulltext			serial									now: Studies in the History of Gardens & Designed Landscapes		0144-5170						Current	
The Journal of General Psychology	0022-1309	1940-0888	1997-01-01	124	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vgen20		vgen20		fulltext			serial											0022-1309	1940-0888					Current	
The Journal of Genetic Psychology	0022-1325	1940-0896	1997-01-01	158	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vgnt20		vgnt20		fulltext			serial											0022-1325	1940-0896					Current	
The Journal of Higher Education	0022-1546	1538-4640	1997-01-01	68	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uhej20		uhej20		fulltext			serial									Transfer in (2017):Ohio State University Press		0022-1546	1538-4640			2017-01-01		Current	
The Journal of Holocaust Education	1359-1371		1997-01-01	6	1	2001-12-31	10	1	https://www.tandfonline.com/openurl?genre=journal&stitle=rhos19		rhos19		fulltext			serial									now: Holocaust studies [ISSN 1750-4902]. previously: British journal of holocaust education [ISSN 0966-095X]		1359-1371						Current	
The Journal of Holocaust Research	2578-5648	2578-5656	2019-01-01	33	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rdap21		rdap21		fulltext			serial										10.1080/rdap20	2578-5648	2578-5656					Current	
The Journal of Imperial and Commonwealth History	0308-6534	1743-9329	1997-01-01	25	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fich20		fich20		fulltext			serial											0308-6534	1743-9329					Current	
The Journal of International Trade & Economic Development	0963-8199	1469-9559	1997-01-01	6	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rjte20		rjte20		fulltext			serial											0963-8199	1469-9559					Current	
The Journal of Legal History	0144-0365	1744-0564	1980-05-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=flgh20		flgh20		fulltext			serial											0144-0365	1744-0564					Current	
The Journal of Legislative Studies	1357-2334	1743-9337	1997-01-01	3	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fjls20		fjls20		fulltext			serial											1357-2334	1743-9337					Current	
The Journal of Maternal-Fetal Medicine	1057-0802	1520-6661	1988-01-01	1	1	2001-12-31	10	6	http://www.tandfonline.com/openurl?genre=journal&stitle=ijmf19		ijmf19		fulltext			serial									Incorporated into: Journal of Maternal-Fetal and Neonatal Medicine	10.1002/(ISSN)1520-6661	1057-0802	1520-6661			2015-08-01		Current	
The Journal of Mathematical Sociology	0022-250X	1545-5874	1997-01-01	22	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gmas20		gmas20		fulltext			serial											0022-250X	1545-5874					Current	
The Journal of Muslim Mental Health	1556-4908	1556-5009	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ummh20		ummh20		fulltext			serial											1556-4908	1556-5009					Current	
The Journal of North African Studies	1362-9387	1743-9345	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fnas20		fnas20		fulltext			serial											1362-9387	1743-9345					Current	
The Journal of Pacific History	0022-3344	1469-9605	1997-01-01	32	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cjph20		cjph20		fulltext			serial											0022-3344	1469-9605					Current	
The Journal of Personal Selling and Sales Management	0885-3134	1557-7813	1997-01-01	17	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rpss20		rpss20		fulltext			serial											0885-3134	1557-7813					Current	
The Journal of Policy Reform	1384-1289	1477-2736	1998-02-01	2	1	2006-12-31	9	4	https://www.tandfonline.com/openurl?genre=journal&stitle=gpre19		gpre19		fulltext			serial									now: Journal of Economic Policy Reform (2007 - )		1384-1289	1477-2736					Current	
The Journal of Positive Psychology	1743-9760	1743-9779	2006-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rpos20		rpos20		fulltext			serial											1743-9760	1743-9779					Current	
The Journal of Psychology	0022-3980	1940-1019	1997-01-01	131	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vjrl20		vjrl20		fulltext			serial											0022-3980	1940-1019					Current	
The Journal of Slavic Military Studies	1351-8046	1556-3006	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fslv20		fslv20		fulltext			serial											1351-8046	1556-3006					Current	
The Journal of Social Psychology	0022-4545	1940-1183	1997-01-01	137	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vsoc20		vsoc20		fulltext			serial									incorporates: Genetics, Social and General Psychology Monographs (1925-2006)		0022-4545	1940-1183					Current	
The Journal of Soviet Military Studies	0954-254X		1988-01-01	1	1	1992-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=fslv19		fslv19		fulltext			serial											0954-254X						Current	
The Journal of Textile Design Research and Practice	2051-1787	2051-1795	2013-11-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rftd20		rftd20		fulltext			serial									transfer in (2015): Bloomsbury		2051-1787	2051-1795					Current	
The Journal of the Herpetological Association of Africa	0441-6651	2159-3957	1965-01-01	1	1	1995-12-31	44	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ther19		ther19		fulltext			serial									Now: African Journal of Herpetology. Previously: Journal of the Herpetological Association of Rhodesia (1957-1965)		0441-6651	2159-3957					Current	
The Journal of the Institute of Wood Science	0020-3203	2041-9430	2005-05-01	17	1	2009-11-30	19	2	https://www.tandfonline.com/openurl?genre=journal&stitle=ywpj19		ywpj19		fulltext			serial									now: International Wood Products Journal		0020-3203	2041-9430			2016-02-21		Current	
The Journal of the Middle East and Africa	2152-0844	2152-0852	2010-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ujme20		ujme20		fulltext			serial											2152-0844	2152-0852					Current	
The Justice Professional	0888-4315	1477-2787	1997-01-01	10	1	2002-12-31	15	4	https://www.tandfonline.com/openurl?genre=journal&stitle=gjup19		gjup19		fulltext			serial									now: Criminal Justice Studies: A Critical Journal of Crime, Law and Society (2003 - ). Volumes 1989-1991 are not available		0888-4315	1477-2787					Current	
The Justice System Journal	0098-261X	2327-7556	1997-01-01	19	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ujsj20		ujsj20		fulltext			serial											0098-261X	2327-7556					Current	
The Keats-Shelley Review	0952-4142	2042-1362	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=yksr20		yksr20		fulltext			serial									transfer in (2016): Maney		0952-4142	2042-1362			2016-01-05		Current	
The Language Learning Journal	0957-1736	1753-2167	1997-01-01	15	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rllj20		rllj20		fulltext			serial											0957-1736	1753-2167					Current	
The Law Teacher	0306-9400	1943-0353	1997-01-01	31	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ralt20		ralt20		fulltext			serial											0306-9400	1943-0353					Current	
The Linacre Quarterly	0024-3639	2050-8549	1986-01-01	53	1	2017-12-31	84	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ylnq20		ylnq20		fulltext			serial									transfer in (2016): Maney; transfer out (2018): SAGE		0024-3639	2050-8549			2016-01-05		Current	
The London Journal: A Review of Metropolitan Society Past and Present	0305-8034	1749-6322	1997-01-01	22	1				https://www.tandfonline.com/openurl?genre=journal&stitle=yldn20		yldn20		fulltext			serial									transfer in (2016): Maney		0305-8034	1749-6322			2016-01-05		Current	
The London, Edinburgh and Dublin philosophical magazine and journal of science	1941-5982	1941-5990	1851-01-01	1	1	1955-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=tphm15		tphm15		fulltext			serial									3rd ser., v. 17, no. 110 (Oct. 1840)-v. 37, no. 253 (Dec. 1850); 4th ser., v. 1, no. 1 (Jan. 1851)-v. 50., no. 334 (Dec. 1875); 5th ser., v. 1, no. 1 (Jan. 1876)-v. 50, no. 307 (Dec. 1900); 6th ser., v. 1, no. 1 (Jan. 1901)-v. 50, no. 300 (Dec. 1925); 7th ser., v. 1, no. 1 (Jan. 1926)-v. 35, no. 251 (Dec. 1944). now: Philosophical magazine [ISSN 0031-8086]. Previously: The London and Edinburgh philosophical magazine and journal of science [ISSN 1941-5966]		1941-5982	1941-5990					Current	
The Mariner's Mirror	0025-3359	2049-680X	1997-01-01	83	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rmir20		rmir20		fulltext			serial									New in Routledge for 2013		0025-3359	2049-680X					Current	
The Military Balance	0459-7222	1479-9022	1997-01-01	97	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tmib20		tmib20		fulltext			serial											0459-7222	1479-9022					Current	
The New Educator	1547-688X	1549-9243	2005-02-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=utne20		utne20		fulltext			serial											1547-688X	1549-9243					Current	
The Nonproliferation Review	1073-6700	1746-1766	1997-01-01	4	2				https://www.tandfonline.com/openurl?genre=journal&stitle=rnpr20		rnpr20		fulltext			serial											1073-6700	1746-1766					Current	
The Oral History Review	0094-0798	1533-8592	1997-01-01	24	2				https://www.tandfonline.com/openurl?genre=journal&stitle=uohr20		uohr20		fulltext			serial									transfer in (2020): Oxford University Press		0094-0798	1533-8592					Current	
The Pacific Review	0951-2748	1470-1332	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rpre20		rpre20		fulltext			serial											0951-2748	1470-1332					Current	
The Paper Conservator	0309-4227		1997-01-01	21	1	2007-12-31	31	1	https://www.tandfonline.com/openurl?genre=journal&stitle=rcon19		rcon19		fulltext			serial									previously: The Conservator. Now: Journal of the Institute of Conservation		0309-4227						Current	
The Philosophical Magazine: A Journal of Theoretical Experimental and Applied Physics	0031-8086		2006-06-01	8	85				https://www.tandfonline.com/openurl?genre=journal&stitle=tphm19		tphm19		fulltext			serial											0031-8086						Current	
The Pointer	0554-4246		1976-01-01	20	3	1989-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=vzpn20		vzpn20		fulltext			serial											0554-4246						Current	
The Polar Journal	2154-896X	2154-8978	2011-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rpol20		rpol20		fulltext			serial											2154-896X	2154-8978					Current	
The Professional Geographer	0033-0124	1467-9272	1997-01-01	49	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtpg20		rtpg20		fulltext			serial										10.1111/(ISSN)1467-9272	0033-0124	1467-9272					Current	
The Progressive Fish Culturist	0033-0779	1548-8640	1935-01-01	2	2	1998-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=uzpf20		uzpf20		fulltext			serial										10.1002/(ISSN)1548-8454a,10.1111/(ISSN)1548-8640	0033-0779	1548-8640					Current	
The Psychoanalytic Quarterly	0033-2828	2167-4086	1997-01-01	66	1				https://www.tandfonline.com/openurl?genre=journal&stitle=upaq20		upaq20		fulltext			serial									transfer in (2018): Wiley	10.1002/(ISSN)2167-4086	0033-2828	2167-4086					Current	
The Psychotherapy Patient	0738-6176		1998-05-01	10	03-Apr	2004-06-30	13	01-Feb	https://www.tandfonline.com/openurl?genre=journal&stitle=wzpy20		wzpy20		fulltext			serial									now: Journal Of Creativity In Mental Health (ISSN: 1540-1383; 2007- )		0738-6176						Current	
The Quarterly Journal of Experimental Psychology (2006-)	1747-0218	1747-0226	2006-01-01	59	1	2017-12-31	70	12	http://www.tandfonline.com/openurl?genre=journal&stitle=pqje20		pqje20		fulltext			serial									transfer out (2018): SAGE; previously: The Quarterly Journal of Experimental Psychology Section A and The Quarterly Journal of Experimental Psychology Section B		1747-0218	1747-0226					Current	
The Quarterly Journal of Experimental Psychology Section A	0272-4987	1464-0740	1981-01-01	33	1	2005-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=pqja20		pqja20		fulltext			serial									now: The Quarterly Journal of Experimental Psychology (2006 - )		0272-4987	1464-0740					Current	
The Quarterly Journal of Experimental Psychology Section B	0272-4995	1464-1321	1981-01-01	33	1	2005-12-31	58	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=pqjb20		pqjb20		fulltext			serial									now: The Quarterly Journal of Experimental Psychology (2006 - )		0272-4995	1464-1321					Current	
The RUSI Journal	0307-1847	1744-0378	1997-01-01	142	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rusi20		rusi20		fulltext			serial											0307-1847	1744-0378					Current	
The Reference Librarian	0276-3877	1541-1117	1997-01-01	26	56				https://www.tandfonline.com/openurl?genre=journal&stitle=wref20		wref20		fulltext			serial											0276-3877	1541-1117					Current	
The Review of Faith & International Affairs	1557-0274	1931-7743	2005-09-01	3	2				https://www.tandfonline.com/openurl?genre=journal&stitle=rfia20		rfia20		fulltext			serial									Previously: The Brandywine Review of Faith & International Affairs (2003-2005)		1557-0274	1931-7743					Current	
The Review of International Affairs	1475-3553		2003-06-01	2	4	2004-12-31	3	4	http://www.tandfonline.com/openurl?genre=journal&stitle=frev20		frev20		fulltext			serial									Ceased: 2005		1475-3553						Current	
The Round Table	0035-8533	1474-029X	1997-01-01	86	341				https://www.tandfonline.com/openurl?genre=journal&stitle=ctrt20		ctrt20		fulltext			serial											0035-8533	1474-029X					Current	
The San Francisco Jung Institute Library Journal	0270-6210		1997-01-01	15	4	2006-11-30	25	4	https://www.tandfonline.com/openurl?genre=journal&stitle=uzju20		uzju20		fulltext			serial									now: Jung Journal: Culture & Psyche (ISSN: 1934-2039; 2007- )		0270-6210						Current	
The Senses and Society	1745-8927	1745-8935	2006-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rfss20		rfss20		fulltext			serial									transfer in (2015): Bloomsbury		1745-8927	1745-8935					Current	
The Serials Librarian	0361-526X	1541-1095	1997-01-01	30	2				https://www.tandfonline.com/openurl?genre=journal&stitle=wser20		wser20		fulltext			serial											0361-526X	1541-1095					Current	
The Service Industries Journal	0264-2069	1743-9507	1997-01-01	17	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fsij20		fsij20		fulltext			serial											0264-2069	1743-9507					Current	
The Sixties	1754-1328	1754-1336	2008-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rsix20		rsix20		fulltext			serial											1754-1328	1754-1336					Current	
The Social Policy Journal	1533-2942	1533-2950	2002-01-01	1	1	2006-12-31		3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzsp20		wzsp20		fulltext			serial									now: Journal of Policy Practice (2006 - )		1533-2942	1533-2950					Current	
The Social Science Journal	0362-3319	1873-5355	1997-03-01	34	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ussj20		ussj20		fulltext			serial									transfer in (2020): Elsevier		0362-3319	1873-5355					Current	
The Social Studies	0037-7996	2152-405X	1997-01-01	88	1				https://www.tandfonline.com/openurl?genre=journal&stitle=vtss20		vtss20		fulltext			serial									previously; Historical Outlook (1909 - 1932)		0037-7996	2152-405X					Current	
The Sociological Quarterly	0038-0253	1533-8525	1997-01-01	38	1				https://www.tandfonline.com/openurl?genre=journal&stitle=utsq20		utsq20		fulltext			serial									Transfer in (2017): Wiley	10.1111/(ISSN)1533-8525	0038-0253	1533-8525			2017-01-01		Current	
The Southern African Forestry Journal	1029-5925		1997-01-01	178	1	2006-11-30	208	1	https://www.tandfonline.com/openurl?genre=journal&stitle=tsfs18		tsfs18		fulltext			serial									previously: South African Forestry Journal (1962 - 1996) and Journal of the South African Forestry Association (1938 - 1961). Now: Southern Forests: a Journal of Forest Science		1029-5925						Current	
The Southern Speech Journal	0038-4585		1935-01-01	1	1	1971-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rsjc18		rsjc18		fulltext			serial											0038-4585						Current	
The Speech Teacher	0038-7177		1952-01-01	1	1	1975-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rced19		rced19		fulltext			serial									Now: Communication Education		0038-7177						Current	
The Sports Historian	1351-5462		1997-01-01	17	2	2002-11-30	22	2	https://www.tandfonline.com/openurl?genre=journal&stitle=rsih19		rsih19		fulltext			serial											1351-5462						Current	
The Teacher Educator	0887-8730	1938-8101	1997-01-01	32	3				https://www.tandfonline.com/openurl?genre=journal&stitle=utte20		utte20		fulltext			serial									previously:Supervisors Quarterly (1965 - 1971)		0887-8730	1938-8101					Current	
The Theory and Practice of Legislation	2050-8840	2050-8859	2013-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rtpl20		rtpl20		fulltext			serial									transfer in (2015): Hart Publishing	10.1080/rtpl19	2050-8840	2050-8859			2015-10-01		Current	
