'publication_title'	'print_identifier'	'online_identifier'	'date_first_issue_online'	'num_first_vol_online'	'num_first_issue_online'	'date_last_issue_online'	'num_last_vol_online'	'num_last_issue_online'	'title_url'	'first_author'	'title_id'	'embargo_info'	'coverage_depth'	'coverage_notes'	'notes'	'publisher_name'	'publication_type'	'date_monograph_published_print'	'date_monograph_published_online'	'monograph_volume'	'monograph_edition'	'first_editor'	'parent_publication_title_id'	'preceding_publication_title_id'	'access_type'
'2008+ Solved Problems in Electromagnetics'	'9781891121463'	'9781613531006'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew037e'	'Nasar'	'sbew037e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'A Guide to MATLAB® Object-Oriented Programming'	'9781584889113'	'9781613531259'	'2007'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/sbpc001e'	'Register'	'sbpc001e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2007'	'2007'	''	''	''	''	''	'P'
'A Handbook for EMC Testing and Measurement'	'9780863417566'	'9780863412233'	'1994'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbel008e'	'Morgan'	'pbel008e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1994'	'1994'	''	''	''	''	''	'P'
'A History of Control Engineering 1800-1930'	'9780863410475'	'9781849193320'	'1979'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce008e'	'Bennett'	'pbce008e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1979'	'1979'	''	''	''	''	''	'P'
'A History of Control Engineering 1930-1955'	'9780863412998'	'9781849193450'	'1993'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce047e'	'Bennett'	'pbce047e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1993'	'1993'	''	''	''	''	''	'P'
'A History of the World Semiconductor Industry'	'9780863412271'	'9781849194044'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht012e'	'Morris'	'pbht012e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'A Management Guide to Logistics Engineering'	'9780855100360'	'9781849194181'	'1989'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbme013e'	''	'pbme013e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1989'	'1989'	''	''	''	''	''	'P'
'A Scientist's War: The diary of Sir Clifford Paterson 1939-45'	'9780863412189'	'9781849194068'	'1991'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht014e'	''	'pbht014e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1991'	'1991'	''	''	''	''	''	'P'
'AC-DC Power System Analysis'	'9780852969342'	'9781849194396'	'1998'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo027e'	'Arillaga'	'pbpo027e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1998'	'1998'	''	''	''	''	''	'P'
'ATM: the broadband telecommunications solution'	'9780852968154'	'9781849194587'	'1993'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte029e'	'Cuthbert'	'pbte029e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1993'	'1993'	''	''	''	''	''	'P'
'Active Sound and Vibration Control: theory and applications'	'9780852960387'	'9781849191845'	'2002'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce062e'	''	'pbce062e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2002'	'2002'	''	''	''	''	''	'P'
'Active and Assisted Living: Technologies and Applications'	'9781849199872'	'9781849199889'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/he/pbhe006e'	''	'pbhe006e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Adaptive Array Principles'	'9780863412479'	'9781849193740'	'1981'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew011e'	'Hudson'	'pbew011e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1981'	'1981'	''	''	''	''	''	'P'
'Adaptive Prediction and Predictive Control'	'9780863411939'	'9781849193481'	'1995'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce052e'	'Kanjilal'	'pbce052e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1995'	'1995'	''	''	''	''	''	'P'
'Adaptive Sampling with Mobile WSN: Simultaneous robot localisation and mapping of paramagnetic spatio-temporal fields'	'9781849192576'	'9781849192583'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce073e'	'Sreenath'	'pbce073e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'Adjoint Sensitivity Analysis of High Frequency Structures with MATLAB®'	'9781613532317'	'9781613532324'	'2017'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew525e'	'Bakr'	'sbew525e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2017'	'2017'	''	''	''	''	''	'P'
'Advanced Control for Constrained Processes and Systems'	'9781849192613'	'9781849192620'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce075e'	'Garelli'	'pbce075e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'Advanced Electromagnetic Analysis of Passive and Active Planar Structures'	'9780852967638'	'9781849193993'	'1999'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew046e'	'Rozzi'	'pbew046e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1999'	'1999'	''	''	''	''	''	'P'
'Advanced Radar Techniques and Systems'	'9780863411724'	'9781849191784'	'1993'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra004e'	''	'pbra004e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1993'	'1993'	''	''	''	''	''	'P'
'Advanced Relay Technologies in Next Generation Wireless Communications'	'9781785610035'	'9781785610042'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte068e'	''	'pbte068e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Advanced Robotics and Intelligent Machines'	'9780852968536'	'9781849193474'	'1996'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce051e'	''	'pbce051e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1996'	'1996'	''	''	''	''	''	'P'
'Advanced Signal Processing'	'9780863410376'	'9781849194532'	'1985'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte013e'	''	'pbte013e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1985'	'1985'	''	''	''	''	''	'P'
'Advances in Bistatic Radar'	'9781891121487'	'9781613531297'	'2007'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra001e'	''	'sbra001e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2007'	'2007'	''	''	''	''	''	'P'
'Advances in Body-Centric Wireless Communication: Applications and state-of-the-art'	'9781849199896'	'9781849199902'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte065e'	''	'pbte065e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Advances in Cognitive Systems'	'9781849190756'	'9781849190763'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce071e'	''	'pbce071e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Advances in Command, Control and Communication Systems'	'9780863410949'	'9781849193559'	'1987'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbcm011e'	''	'pbcm011e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1987'	'1987'	''	''	''	''	''	'P'
'Advances in High Voltage Engineering'	'9781849190381'	'9780863419843'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo040e'	''	'pbpo040e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Advances in Power System Modelling, Control and Stability Analysis'	'9781785610011'	'9781785610028'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo086e'	''	'pbpo086e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Advances in Unmanned Marine Vehicles'	'9780863414503'	'9781849190534'	'2006'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce069e'	''	'pbce069e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2006'	'2006'	''	''	''	''	''	'P'
'Age Factors in Biometric Processing'	'9781849195027'	'9781849195034'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbsp010e'	''	'pbsp010e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Airborne Early Warning System Concepts'	'9781891121326'	'9781613531303'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra002e'	''	'sbra002e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Algorithmic and Knowledge-based CAD for VLSI'	'9780863412677'	'9781849193580'	'1992'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs004e'	''	'pbcs004e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1992'	'1992'	''	''	''	''	''	'P'
'An Introduction to Fractional Control'	'9781849195454'	'9781849195461'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce091e'	'Valério'	'pbce091e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'An Introduction to Satellite Communications'	'9780863411328'	'9781849194556'	'1989'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte020e'	'Dalgleish'	'pbte020e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1989'	'1989'	''	''	''	''	''	'P'
'Analogue IC Design: The Current-Mode Approach'	'9780863412974'	'9781849191647'	'1993'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs002e'	''	'pbcs002e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1993'	'1993'	''	''	''	''	''	'P'
'Analogue Optical Fibre Communications'	'9780852968321'	'9781849194600'	'1995'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte032e'	''	'pbte032e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1995'	'1995'	''	''	''	''	''	'P'
'Analogue-digital ASICs: circuit techniques, design tools and applications'	'9780863412592'	'9781849193573'	'1991'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs003e'	''	'pbcs003e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1991'	'1991'	''	''	''	''	''	'P'
'Analysis and Design of Reset Control Systems'	'9781849197038'	'9781849197045'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce094e'	'Professor'	'pbce094e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'Analysis of Metallic Antennas and Scatterers'	'9780852968079'	'9781849193948'	'1994'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew038e'	'Popović'	'pbew038e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1994'	'1994'	''	''	''	''	''	'P'
'Angle-of-Arrival Estimation Using Radar Interferometry: Methods and Applications'	'9781613531846'	'9781613531853'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra508e'	'Holder'	'sbra508e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Antenna Analysis and Design Using FEKO Electromagnetic Simulation Software'	'9781613532058'	'9781613532065'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew521e'	'Elsherbeni'	'sbew521e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Antennas: Fundamentals, design, measurement'	'9781891121784'	'9781613531044'	'2009'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew040e'	'Blake'	'sbew040e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2009'	'2009'	''	''	''	''	''	'P'
'Aperture Antennas and Diffraction Theory'	'9780906048528'	'9781849193733'	'1981'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew010e'	'Jull'	'pbew010e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1981'	'1981'	''	''	''	''	''	'P'
'Application of Dimensional Analysis in Systems Modeling and Control Design'	'9781849196215'	'9781849196222'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce090e'	'Balaguer'	'pbce090e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Applications of Space-Time Adaptive Processing'	'9780852969243'	'9781849190817'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra014e'	''	'pbra014e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Applied Control Theory'	'9780863410895'	'9781849193337'	'1987'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce018e'	'Leigh'	'pbce018e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1987'	'1987'	''	''	''	''	''	'P'
'Approximate Boundary Conditions in Electromagnetics'	'9780852968499'	'9781849191692'	'1995'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew041e'	'Senior'	'pbew041e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1995'	'1995'	''	''	''	''	''	'P'
'Artificial Intelligence Techniques in Power Systems'	'9780852968970'	'9781849191722'	'1997'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo022e'	''	'pbpo022e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1997'	'1997'	''	''	''	''	''	'P'
'Asymptotic and Hybrid Methods in Electromagnetics'	'9780863414473'	'9781849190404'	'2005'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew051e'	'Molinet'	'pbew051e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2005'	'2005'	''	''	''	''	''	'P'
'Aviation weather surveillance systems: advanced radar and surface sensors for flight safety and air traffic management'	'9780852969373'	'9781849191807'	'1999'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra008e'	'Mahapatra'	'pbra008e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1999'	'1999'	''	''	''	''	''	'P'
'Biomedical Nanomaterials: From Design To Implementation'	'9781849199643'	'9781849199650'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/he/pbhe004e'	''	'pbhe004e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Bistatic Radar'	'9781891121456'	'9781613531310'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra003e'	'Willis'	'sbra003e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'British Television: the formative years'	'9780863410796'	'9781849194020'	'1986'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht007e'	'Burns'	'pbht007e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1986'	'1986'	''	''	''	''	''	'P'
'Broadband Applications and the Digital Home'	'9780852964286'	'9781849190312'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbbt005e'	''	'pbbt005e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Broadband Communications and Home Networking'	'9781884932199'	'9781613531655'	'2001'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/sbte002e'	'Bullock'	'sbte002e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2001'	'2001'	''	''	''	''	''	'P'
'CMOS Integrated Digital Electronics: A First Course'	'9781613530023'	'9781613530269'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/sbcs501e'	'Hawkins'	'sbcs501e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Carrier Scale IP Networks: designing and operating Internet networks'	'9780852969823'	'9781849190565'	'2001'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbbt001e'	''	'pbbt001e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2001'	'2001'	''	''	''	''	''	'P'
'Channels, Propagation and Antennas for Mobile Communications'	'9780852960844'	'9780863412547'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew050e'	'Vaughan'	'pbew050e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Circuit Modeling for Electromagnetic Compatibility'	'9781613530207'	'9781613530283'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew502e'	'Darney'	'sbew502e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Clean Energy Microgrids'	'9781785610974'	'9781785610981'	'2017'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo090e'	''	'pbpo090e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2017'	'2017'	''	''	''	''	''	'P'
'Clean Mobility and Intelligent Transport Systems'	'9781849198950'	'9781849198967'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/tr/pbtr001e'	''	'pbtr001e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'Cloud and Fog Computing in 5G Mobile Networks: Emerging advances and applications'	'9781785610837'	'9781785610844'	'2017'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte070e'	''	'pbte070e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2017'	'2017'	''	''	''	''	''	'P'
'Coaxial Electrical Circuits for Interference-Free Measurements'	'9781849190695'	'9781849190701'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbel013e'	'Awan'	'pbel013e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'Cogeneration and District Energy Systems: Modelling, Analysis and Optimization'	'9781785611261'	'9781785611278'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo093e'	'Rosen'	'pbpo093e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Cogeneration: A user's guide'	'9780863417382'	'9781849191043'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbrn011e'	'Flin'	'pbrn011e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Cogeneration: Technologies, Optimization and Implementation'	'9781785610554'	'9781785610561'	'2017'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo087e'	''	'pbpo087e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2017'	'2017'	''	''	''	''	''	'P'
'Cognitive radio engineering'	'9781613532119'	'9781613532126'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbte502e'	'Bostian'	'sbte502e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Common-Channel Signalling'	'9780863412400'	'9781849194563'	'1991'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte026e'	'Manterfield'	'pbte026e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1991'	'1991'	''	''	''	''	''	'P'
'Communication, Control and Security Challenges for the Smart Grid'	'9781785611421 '	'9781785611438'	'2017'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo095e'	''	'pbpo095e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2017'	'2017'	''	''	''	''	''	'P'
'Communications: an International History of the Formative Years'	'9780863413308'	'9781849190244'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht032e'	'Burns'	'pbht032e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Complex Space Source Theory of Spatially Localized Electromagnetic Waves'	'9781613531938'	'9781613531945'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew518e'	'Seshadri'	'sbew518e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Computer Control of Real-Time Processes'	'9780863412202'	'9781849193429'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce041e'	''	'pbce041e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'Condition Assessment of High Voltage Insulation in Power System Equipment'	'9780863417375'	'9780863419898'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo053e'	'James'	'pbpo053e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'Condition Monitoring of Rotating Electrical Machines'	'9780863417412'	'9780863419911'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo056e'	'Tavner'	'pbpo056e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'Conduction and Induction Heating'	'9780863411748'	'9781849194280'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo011e'	'Davies'	'pbpo011e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'Continuing Professional Development: a practical approach'	'9780852969038'	'9781849194228'	'1997'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbmt019e'	'Lorriman'	'pbmt019e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1997'	'1997'	''	''	''	''	''	'P'
'Continuous Time Controller Design'	'9780863411625'	'9781849193405'	'1989'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce039e'	'Balasubramanian'	'pbce039e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1989'	'1989'	''	''	''	''	''	'P'
'Control Circuits in Power Electronics: Practical issues in design and implementation'	'9781849198226'	'9781849198233'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo072e'	''	'pbpo072e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Control Engineering Solutions: a practical approach'	'9780852968291'	'9781849193504'	'1997'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce054e'	''	'pbce054e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1997'	'1997'	''	''	''	''	''	'P'
'Control Techniques, Drives and Controls Handbook'	'9781849190138'	'9781849191012'	'2009'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo057e'	'Drury'	'pbpo057e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2009'	'2009'	''	''	''	''	''	'P'
'Control Theory'	'9780863413391'	'9781849190541'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce064e'	'Leigh'	'pbce064e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Control Theory: A guided tour'	'9781849192279'	'9781849192286'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce072e'	'Leigh'	'pbce072e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'Control-Based Operating System Design'	'9781849196093'	'9781849196109'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce089e'	'Leva'	'pbce089e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Control-oriented Modelling and Identification: Theory and practice'	'9781849196147'	'9781849196154'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce080e'	''	'pbce080e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'Corrugated Horns for Microwave Antennas'	'9780863410031'	'9781849193788'	'1984'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew018e'	'Clarricoats'	'pbew018e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1984'	'1984'	''	''	''	''	''	'P'
'Cyber-Physical system design with sensor networking technologies'	'9781849198240'	'9781849198257'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce096e'	''	'pbce096e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Cyber-Physical-Social Systems and Constructs in Electric Power Engineering'	'9781849199360'	'9781849199377'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo081e'	''	'pbpo081e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Data Communications and Networks'	'9780852968048'	'9781849194594'	'1994'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte031e'	''	'pbte031e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1994'	'1994'	''	''	''	''	''	'P'
'Delivering London 2012: ICT enabling the Games'	'9781849195683'	'9781849198615'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/se/perics1e'	''	'perics1e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'Delivering London 2012: ICT implementation and operations'	'9781849196956'	'9781849198608'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/se/pericp2e'	''	'pericp2e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
