publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	mongraph_edition	first_editor	parent_publication_title_id	Preceding_publication_title_id	access_type	frequency
Texas Journal on Civil Liberties & Civil Rights 	1085-942X		2003	8					http://heinonline.org/HOL/Index?index=journals/tfcl		tfcl		fulltext		University of Texas School of Law	serial								P	2
"Texas Law Reporter"			1882			1885			http://heinonline.org/HOL/Index?index=journals/texlr&collection=journals		texlr		fulltext			serial								P	
"Texas Law Review"	0040-4411		1922						http://heinonline.org/HOL/Index?index=journals/tlr&collection=journals		tlr		fulltext		"University of Texas School of Law"	serial								P	7
"Texas Law Review"			1883			1886			http://heinonline.org/HOL/Index?index=journals/texalr&collection=journals		texalr		fulltext			serial								P	
"Texas Law Review See Also"	0040-4411		2006						http://heinonline.org/HOL/Index?index=journals/seealtex&collection=journals		seealtex		fulltext		"University of Texas School of Law"	serial								P	6
"Texas Review of Entertainment & Sports Law"	1533-1903		2000						http://heinonline.org/HOL/Index?index=journals/tresl&collection=journals		tresl		fulltext		"University of Texas School of Law"	serial								P	2
"Texas Review of Law & Politics"	1098-4577		1997						http://heinonline.org/HOL/Index?index=journals/trlp&collection=journals		trlp		fulltext		"University of Texas School of Law"	serial								P	2
Texas Tech Administrative Law Journal 	1545-3804		2006	7					http://heinonline.org/HOL/Index?index=journals/ttalr		ttalr		fulltext		Texas Tech University School of Law	serial								P	2
"Texas Tech Law Review"	0564-6197		1969						http://heinonline.org/HOL/Index?index=journals/text&collection=journals		text		fulltext		"Texas Tech University School of Law"	serial								P	4
Texas Wesleyan Law Review 	1081-5449		1994	1		2013	19		http://heinonline.org/HOL/Index?index=journals/twlr		twlr		fulltext		Texas Wesleyan University School of Law	serial								P	4
Crit: A Critical Studies Journal 			2008	1					http://heinonline.org/HOL/Index?index=journals/tcrit		tcrit		fulltext		University of Idaho College of Law	serial								P	2
"Themis - Revue de Legislation, de Droit et de Jurisprudence"			1879			1884			http://heinonline.org/HOL/Index?index=journals/therevju&collection=journals		therevju		fulltext			serial								P	
"Themis: Az ELTE Allam-es Jogtudomanyi Doktori Iskola Elektronikus Folyoirata"	2064-0900		2004						http://heinonline.org/HOL/Index?index=journals/themis&collection=journals		themis		fulltext		"ELTE Law School"	serial								P	2
"Theoretical Inquiries in Law"	1565-1509		2000						http://heinonline.org/HOL/Index?index=journals/thinla&collection=journals		thinla		fulltext		"Tel Aviv University"	serial								P	2
"Theory and Practice of Legislation"	2050-8840				1				http://heinonline.org/HOL/Index?index=journals/thorceleg&collection=journals		thorceleg	P5Y	fulltext		"Hart Publishing"	serial								P	3
"Third Branch"	0040-6120		1968			2012			http://heinonline.org/HOL/Index?index=journals/thirdbran&collection=journals		thirdbran		fulltext		"Administrative Office of the U.S. Courts Office of Public Affairs"	serial								P	12
"Third World Legal Studies"	0895-5018		1982			2003			http://heinonline.org/HOL/Index?index=journals/twls&collection=journals		twls		fulltext		"Valparaiso University School of Law"	serial								P	1
Thomas Jefferson Law Review 	1090-5278		1996	18					http://heinonline.org/HOL/Index?index=journals/tjeflr		tjeflr		fulltext		Thomas Jefferson School of Law	serial								P	2
Thurgood Marshall Law Review 	0749-1646		1982	7					http://heinonline.org/HOL/Index?index=journals/thurlr		thurlr		fulltext		Texas Southern University Thurgood Marshall School of Law	serial								P	2
"Tijdschrift voor Constitutioneel Recht (TvCR)"	1879-6664		2010						http://heinonline.org/HOL/Index?index=journals/tvcrl&collection=journals		tvcrl		fulltext		"Wolf Legal Publishers"	serial								P	4
Legal History Review 	0040-7585		1918	1		2012	80		http://heinonline.org/HOL/Index?index=journals/tijvrec		tijvrec		fulltext		Brill Academic Publishers	serial								P	4
Tilburg Law Review 	0926-874X		2008	14		2013	18		http://heinonline.org/HOL/Index?index=journals/tiflr		tiflr	P2Y	fulltext		Tilburg University the Netherlands	serial								P	2
"Tokyo Gazette"			1937			1941			http://heinonline.org/HOL/Index?index=journals/tokygaz&collection=journals		tokygaz		fulltext			serial								P	
"Toledo Journal of Great Lakes' Law, Science and Policy"	1097-9328		1998			2003			http://heinonline.org/HOL/Index?index=journals/tjgll&collection=journals		tjgll		fulltext		"University of Toledo College of Law"	serial								P	2
"Tort and Medical Yearbook"			1961			1962			http://heinonline.org/HOL/Index?index=journals/tormedyb&collection=journals		tormedyb		fulltext			serial								P	
Tort Trial & Insurance Practice Law Journal 	1543-3234		2003	38		2013	48		http://heinonline.org/HOL/Index?index=journals/ttip		ttip	P2Y	fulltext		American Bar Association	serial								P	4
TortSource	1521-9445		1998			2013			http://heinonline.org/HOL/Index?index=journals/tortso&collection=journals		tortso	P2Y	fulltext		"American Bar Association"	serial								P	4
Touro Journal of Transnational Law 			1988	1		1993	4		http://heinonline.org/HOL/Index?index=journals/touint		touint		fulltext		Touro College School of Law	serial								P	1
"Touro Law Review"	8756-7326		1985						http://heinonline.org/HOL/Index?index=journals/touro&collection=journals		touro		fulltext		"Touro College School of Law"	serial								P	4
"Trade, Law and Development"	0976-2329		2009						http://heinonline.org/HOL/Index?index=journals/traladpt&collection=journals		traladpt		fulltext		"National Law University, India"	serial								P	2
"Trademark Reporter"			1911						http://heinonline.org/HOL/Index?index=journals/thetmr&collection=journals		thetmr		fulltext		"International Trademark Association"	serial								P	6
Problems of the War 			1915	1		1917	3		http://heinonline.org/HOL/Index?index=journals/trygs		trygs		fulltext			serial								P	
"Transactions of the Medico-Legal Society"			1902			1932			http://heinonline.org/HOL/Index?index=journals/tmedicols&collection=journals		tmedicols		fulltext			serial								P	
"Transactions: The Tennessee Journal of Business Law"	1942-6585		1999						http://heinonline.org/HOL/Index?index=journals/transac&collection=journals		transac		fulltext		"University of Tennessee College of Law"	serial								P	2
"Transnational Law & Contemporary Problems"	1058-1006		1991						http://heinonline.org/HOL/Index?index=journals/tlcp&collection=journals		tlcp		fulltext		"University of Iowa College of Law"	serial								P	2
"Transnational Legal Theory"	2041-4005	"2041-4013 "	2010			2010			http://heinonline.org/HOL/Index?index=journals/trnsletho&collection=journals		trnsletho	P5Y	fulltext		"Hart Publishing"	serial								P	4
"Transportation Law Journal"	0049-450X		1969						http://heinonline.org/HOL/Index?index=journals/tportl&collection=journals		tportl		fulltext		"University of Denver College of Law"	serial								P	2
"Treaty Information Bulletin"			1929			1939			http://heinonline.org/HOL/Index?index=ustreaties/usdstbu&collection=journals		usdstbu		fulltext			serial								P	
Trends 	1533-9556		2000	31		2013	44		http://heinonline.org/HOL/Index?index=journals/trends		trends	P2Y	fulltext		American Bar Association	serial								P	6
Trends in Law Library Management and Technology 	0893-6777		1987	1		2014	24		http://heinonline.org/HOL/Index?index=journals/ttllmt		ttllmt		fulltext		William S. Hein & Co. Inc.	serial								P	1
"Trent Law Journal"			1977			1988			http://heinonline.org/HOL/Index?index=journals/trntlj&collection=journals		trntlj		fulltext		"Nottingham Trent University"	serial								P	2
"Tribal Law Journal"	1936-1262		2000						http://heinonline.org/HOL/Index?index=external-journals/triblj&collection=journals		triblj		fulltext		"University of New Mexico School of Law"	serial								P	2
"Trinity College Law Review"	1393-5941		1998						http://heinonline.org/HOL/Index?index=journals/trinclr&collection=journals		trinclr		fulltext		"Dublin University Law Society"	serial								P	1
Trusts and Estates 	0041-3682 		1939	68		1963	102		http://heinonline.org/HOL/Index?index=journals/tande		tande	Coverage is from volume 1 to 102. Based on the contract with the publisher no additional content will be added. 	fulltext		WealthManagement.com	serial								P	12
"Tsinghua China Law Review"	2151-8904		2009						http://heinonline.org/HOL/Index?index=journals/tsinghua&collection=journals		tsinghua		fulltext		"Tsinghua University Law School"	serial								P	2
"Tulane Environmental Law Journal"	1047-6857		1988						http://heinonline.org/HOL/Index?index=journals/tulev&collection=journals		tulev		fulltext		"Tulane University School of Law"	serial								P	2
Tulane Civil Law Forum 	1045-8891		1976			1992			http://heinonline.org/HOL/Index?index=journals/teclf		teclf		fulltext		Tulane University School of Law	serial								P	1
"Tulane Journal of International and Comparative Law"	1069-4455		1993						http://heinonline.org/HOL/Index?index=journals/tulicl&collection=journals		tulicl		fulltext		"Tulane University School of Law"	serial								P	2
Tulane Journal of Law & Sexuality 	1062-0680		2012	21					http://heinonline.org/HOL/Index?index=journals/lsex		lsex		fulltext		Tulane University School of Law	serial								P	1
"Tulane Journal of Technology and Intellectual Property"	1533-3531		1999						http://heinonline.org/HOL/Index?index=journals/tuljtip&collection=journals		tuljtip		fulltext		"Tulane University School of Law"	serial								P	1
Tulane Law Review 	0041-3992		1919	4					http://heinonline.org/HOL/Index?index=journals/tulr		tulr		fulltext		Tulane University School of Law	serial								P	6
Tulane Law School Annual Institute on Federal Taxation 			1992	42		2012	60		http://heinonline.org/HOL/Index?index=journals/tutain		tutain	P2Y	fulltext		Tulane Tax Institute Tulane Law Schooll	serial								P	1
Tulane Maritime Law Journal 	1048-3748		1987	12					http://heinonline.org/HOL/Index?index=journals/tulmar		tulmar		fulltext		Tulane University School of Law	serial								P	2
"Tulsa Journal of Comparative & International Law"	1073-192X		1993			2009			http://heinonline.org/HOL/Index?index=journals/tulcint&collection=journals		tulcint		fulltext		"University of Tulsa College of Law"	serial								P	2
Tulsa Law Review 	0064-4050		2002	37					http://heinonline.org/HOL/Index?index=journals/tlj		tlj		fulltext		University of Tulsa College of Law	serial								P	3
"Turkish Commercial Law Review"	2149-1666		2015	1	1				http://heinonline.org/HOL/Index?index=journals/turkclr&collection=journals		turkclr		fulltext		"Turkish Commercial Law Review"	serial								P	3
"Turkish Commercial Law Review Online"			2015	1	1				http://heinonline.org/HOL/Index?index=journals/tuclron&collection=journals		tuclron		fulltext		"Turkish Commercial Law Review"	serial								P	12
TYL 	1090-6878		2014	18		2013	17		http://heinonline.org/HOL/Index?index=journals/yglwyr		yglwyr	P2Y	fulltext		American Bar Association	serial								P	4
U.B.C. Law Review 	0068-1849		2003	36					http://heinonline.org/HOL/Index?index=journals/ubclr		ubclr		fulltext		University of British Columbia	serial								P	3
"U.C. Davis Business Law Journal"			2001						http://heinonline.org/HOL/Index?index=journals/ucdbulj&collection=journals		ucdbulj		fulltext		"University of California - Davis"	serial								P	2
U.C. Davis Journal of International Law & Policy 	1080-6687		1995	1					http://heinonline.org/HOL/Index?index=journals/ucdl		ucdl		fulltext		University of California - Davis	serial								P	2
"U.C. Davis Journal of Juvenile Law and Policy"			1996						http://heinonline.org/HOL/Index?index=journals/ucdajujlp&collection=journals		ucdajujlp		fulltext		"University of California - Davis"	serial								P	2
U.C. Davis Law Review 	0197-4564		1980	13					http://heinonline.org/HOL/Index?index=journals/davlr		davlr		fulltext		University of California - Davis	serial								P	5
"UC Irvine Law Review"	2327-4514		2011						http://heinonline.org/HOL/Index?index=journals/ucirvlre&collection=journals		ucirvlre		fulltext		"University of California, Irvine School of Law"	serial								P	4
"UCL Human Rights Review"			2008			2011			http://heinonline.org/HOL/Index?index=journals/uncolhurire&collection=journals		uncolhurire		fulltext			serial								P	1
"UCL Journal of Law and Jurisprudence"			2012						http://heinonline.org/HOL/Index?index=journals/ucljljuris&collection=journals		ucljljuris		fulltext		"University College London"	serial								P	2
"UCL Jurisprudence Review"	1462-8171		1994			2004			http://heinonline.org/HOL/Index?index=journals/ucljurev&collection=journals		ucljurev		fulltext		"University College London Faculty of Laws"	serial								P	1
"UCLA Alaska Law Review"			1971			1983			http://heinonline.org/HOL/Index?index=journals/uclaak&collection=journals		uclaak		fulltext			serial								P	
"UCLA Entertainment Law Review"	1073-2896		1994						http://heinonline.org/HOL/Index?index=journals/uclaetrlr&collection=journals		uclaetrlr		fulltext		"UCLA School of Law"	serial								P	2
"UCLA Intramural Law Review"			1952	1	1	1953	1		http://heinonline.org/HOL/Index?index=journals/uclaim&collection=journals		uclaim		fulltext			serial								P	
"UCLA Journal of Environmental Law and Policy"	0733-401X		1980						http://heinonline.org/HOL/Index?index=journals/uclalp&collection=journals		uclalp		fulltext		"UCLA School of Law"	serial								P	2
"UCLA Journal of International Law and Foreign Affairs"	1089-2605		1996						http://heinonline.org/HOL/Index?index=journals/jilfa&collection=journals		jilfa		fulltext		"UCLA School of Law"	serial								P	2
"UCLA Journal of Islamic and Near Eastern Law"	1536-5107		2001						http://heinonline.org/HOL/Index?index=journals/ucjicneal&collection=journals		ucjicneal		fulltext		"UCLA School of Law"	serial								P	1
"UCLA Journal of Law and Technology"			1997						http://heinonline.org/HOL/Index?index=external-journals/ujlt&collection=journals		ujlt		fulltext		"UCLA School of Law"	serial								P	2
"UCLA Law Review"	0041-5650		1953						http://heinonline.org/HOL/Index?index=journals/uclalr&collection=journals		uclalr		fulltext		"UCLA School of Law"	serial								P	6
"UCLA Law Review Discourse"			2008						http://heinonline.org/HOL/Index?index=journals/ucladis&collection=journals		ucladis		fulltext		"UCLA School of Law"	serial								P	3
"UCLA Pacific Basin Law Journal"	0884-0768		1982						http://heinonline.org/HOL/Index?index=journals/uclapblj&collection=journals		uclapblj		fulltext		"UCLA School of Law"	serial								P	2
"UCLA Women's Law Journal"	1068-9893		1991						http://heinonline.org/HOL/Index?index=journals/uclawo&collection=journals		uclawo		fulltext		"UCLA School of Law"	serial								P	2
UMass Law Review 			2012	7					http://heinonline.org/HOL/Index?index=journals/sonengrs		sonengrs		fulltext		Southern New England School of Law	serial								P	2
UMKC Law Review 	0047-7575		1971	39					http://heinonline.org/HOL/Index?index=journals/umkc		umkc		fulltext		University of Missouri-Kansas City	serial								P	4
"Unauthorized Practice News"			1934			1977			http://heinonline.org/HOL/Index?index=journals/uaplw&collection=journals		uaplw		fulltext		"American Bar Association"	serial								P	
"Unbound - An Annual Review of Legal History and Rare Books"			2008						http://heinonline.org/HOL/Index?index=journals/unbound&collection=journals		unbound		fulltext		"American Association of Law Libraries. Legal History & Rare Books Special Interest Section"	serial								P	1
"Unbound: Harvard Journal of the Legal Left"			2005						http://heinonline.org/HOL/Index?index=external-journals/hjotl&collection=journals		hjotl		fulltext		"Harvard Law School"	serial								P	1
"Unemployment Insurance Review"			1964			1968			http://heinonline.org/HOL/Index?index=journals/uninsreew&collection=journals		uninsreew		fulltext			serial								P	
"Unification du Droit / Unification of Law"			1956			1971			http://heinonline.org/HOL/Index?index=journals/unifddrt&collection=journals		unifddrt		fulltext			serial								P	
"Uniform Commercial Code Law Journal"	0041-672X				1				http://heinonline.org/HOL/Index?index=journals/unicolaj&collection=journals		unicolaj		fulltext		"Thompson Reuters"	serial								P	4
Uniform Law Cases 			1959			1971			http://heinonline.org/HOL/Index?index=journals/jurduni		jurduni		fulltext			serial								P	
"Uniform Law Review"	1124-3694		1973			1995			http://heinonline.org/HOL/Index?index=journals/droit&collection=journals		droit	P2Y	fulltext		"International Institute for the Unification of Private law (UNIDROIT)"	serial								P	4
"United States Court for China: Decennial Anniversary Brochure"			1916	1	1	1916	1		http://heinonline.org/HOL/Index?index=journals/frestrn&collection=journals		frestrn		fulltext			serial								P	
"United States Department of State Press Releases"			1929			1939			http://heinonline.org/HOL/Index?index=ustreaties/usdspr&collection=journals		usdspr		fulltext			serial								P	
"United States Jurist"			1871			1873			http://heinonline.org/HOL/Index?index=journals/usjurst&collection=journals		usjurst		fulltext			serial								P	
"United States Law Intelligencer and Review"			1829			1831			http://heinonline.org/HOL/Index?index=journals/uslintr&collection=journals		uslintr		fulltext			serial								P	
"United States Law Journal"			1822			1826			http://heinonline.org/HOL/Index?index=journals/uslj&collection=journals		uslj		fulltext			serial								P	
"United States-Mexico Law Journal"	1089-8948		1993			2005			http://heinonline.org/HOL/Index?index=journals/usmexlj&collection=journals		usmexlj		fulltext		"University of New Mexico School of Law"	serial								P	1
"United States Monthly Law Magazine"			1850			1852			http://heinonline.org/HOL/Index?index=journals/usmlwm&collection=journals		usmlwm		fulltext			serial								P	
United States Supreme Court Bulletin 	0162-1742		1943			1996			http://heinonline.org/HOL/Index?index=journals/usscbull		usscbull	P2Y	fulltext		United States. Supreme Court.	serial								P	1 issue per volume
United States Weekly Law Journal 			1933	1	11	1933	1	25	http://heinonline.org/HOL/Index?index=journals/usdlj		usdlj		fulltext			serial								P	
"University College Dublin Law Review"	1649-1327		2001						http://heinonline.org/HOL/Index?index=journals/ucdublir&collection=journals		ucdublir		fulltext		"University College Dublin"	serial	2001							P	1
"University Law Review"			1893			1897			http://heinonline.org/HOL/Index?index=journals/ulrny&collection=journals		ulrny		fulltext			serial								P	
University of Arkansas at Little Rock Law Review 	1527-5787		1999	21					http://heinonline.org/HOL/Index?index=journals/ualr		ualr		fulltext		University of Arkansas School of Law - Little Rock	serial								P	4
"University of Baltimore Intellectual Property Law Journal"			1992			2011			http://heinonline.org/HOL/Index?index=journals/ubip&collection=journals		ubip		fulltext			serial								P	2
"University of Baltimore Journal of Environmental Law"	1062-6212		1991			2011			http://heinonline.org/HOL/Index?index=journals/ubenv&collection=journals		ubenv		fulltext		"University of Baltimore School of Law"	serial								P	2
"University of Baltimore Journal of International Law"			2012						http://heinonline.org/HOL/Index?index=journals/ubjintl&collection=journals		ubjintl		fulltext		"University of Baltimore School of Law"	serial								P	1
"University of Baltimore Journal of Land and Development"	1062-6212		2011						http://heinonline.org/HOL/Index?index=journals/jlandpmen&collection=journals		jlandpmen		fulltext		"University of Baltimore"	serial								P	2
"University of Baltimore Journal of Media Law and Ethics"	1940-9389		2009						http://heinonline.org/HOL/Index?index=journals/ubjmleth&collection=journals		ubjmleth		fulltext		"University of Baltimore School of Law"	serial								P	4
"University of Baltimore Law Forum"			1971	28	1				http://heinonline.org/HOL/Index?index=journals/ublfo&collection=journals		ublfo		fulltext		"University of Baltimore"	serial								P	2
"University of Baltimore Law Review"	0091-5440		1971						http://heinonline.org/HOL/Index?index=journals/ublr&collection=journals		ublr		fulltext		"University of Baltimore School of Law"	serial								P	3
"University of Botswana Law Journal"	1817-2733		2005						http://heinonline.org/HOL/Index?index=journals/unbotslj&collection=journals		unbotslj		fulltext		"University of Botswana. Dept. of Law."	serial								P	1
"University of British Columbia Legal Notes"			1949			1958			http://heinonline.org/HOL/Index?index=journals/ubcln&collection=journals		ubcln		fulltext		"University of British Columbia"	serial								P	
"University of Chicago Law Review"	0041-9494		1933						http://heinonline.org/HOL/Index?index=journals/uclr&collection=journals		uclr		fulltext		"University of Chicago Law School"	serial								P	4
"University of Chicago Law Review Dialogue"	0041-9494		2012						http://heinonline.org/HOL/Index?index=journals/uchidial&collection=journals		uchidial		fulltext		"University of Chicago"	serial								P	4
Chicago Journal of International Law 	1075-9166		1993	1		2002	5		http://heinonline.org/HOL/Index?index=journals/ucroun		ucroun		fulltext		University of Chicago Law School	serial								P	2
"University of Chicago Legal Forum"	0892-5593		1986						http://heinonline.org/HOL/Index?index=journals/uchclf&collection=journals		uchclf		fulltext		"University of Chicago Law School"	serial								P	1
"University of Cincinnati Law Review"	0009-6881		1927						http://heinonline.org/HOL/Index?index=journals/ucinlr&collection=journals		ucinlr		fulltext		"University of Cincinnati College of Law"	serial								P	4
University of Colorado Law Review 			1963	35					http://heinonline.org/HOL/Index?index=journals/ucollr		ucollr		fulltext		University of Colorado	serial								P	4
University of Dayton Law Review 	0162-9174		1977	2					http://heinonline.org/HOL/Index?index=journals/udlr		udlr		fulltext		University of Dayton School of Law	serial								P	3
"University of Denver Sports and Entertainment Law Journal"			2005						http://heinonline.org/HOL/Index?index=journals/denversel&collection=journals		denversel		fulltext		"University of Denver Sturm College of Law"	serial								P	1
"University of Denver Water Law Review"	1521-3455		1997						http://heinonline.org/HOL/Index?index=journals/udenwr&collection=journals		udenwr		fulltext		"University of Denver College of Law"	serial								P	2
University of Detroit Bi-Monthly Law Review 			1927	10		1931	14		http://heinonline.org/HOL/Index?index=journals/udbm		udbm		fulltext		University of Detroit Mercy College of Law	serial								P	
University of Detroit Mercy International Law Forum 			1992	3		1994	4		http://heinonline.org/HOL/Index?index=journals/udmilf		udmilf		fulltext		University of Detroit Mercy College of Law	serial								P	5
University of Detroit Mercy Law Review 	1058-4323		1931	69					http://heinonline.org/HOL/Index?index=journals/udetmr		udetmr		fulltext		University of Detroit Mercy College of Law	serial								P	3
"University of Florida Journal of Law and Public Policy"	1047-8035		1987						http://heinonline.org/HOL/Index?index=journals/ufpp&collection=journals		ufpp		fulltext		"University of Florida Levin College of Law"	serial								P	3
"University of Ghana Law Journal"	0041-9605		1964						http://heinonline.org/HOL/Index?index=journals/unghan&collection=journals		unghan		fulltext		"University of Ghana"	serial								P	"1 issue per volume"
University of Hawai'i Law Review 	0271-9835		1979	1					http://heinonline.org/HOL/Index?index=journals/uhawlr		uhawlr		fulltext		University of Hawaii School of Law	serial								P	2
"University of Illinois Journal of Law, Technology & Policy"	1532-3242		2001						http://heinonline.org/HOL/Index?index=journals/jltp&collection=journals		jltp		fulltext		"University of Illinois College of Law"	serial								P	2
University of Illinois Law Review 	0276-9948		1981						http://heinonline.org/HOL/Index?index=journals/unilllr		unilllr		fulltext		University of Illinois College of Law	serial								P	5
"University of Kansas Law Review"	0083-4025		1952						http://heinonline.org/HOL/Index?index=journals/ukalr&collection=journals		ukalr		fulltext		"University of Kansas School of Law"	serial								P	5
University of La Verne Law Review 	0160-2098		2008	29					http://heinonline.org/HOL/Index?index=journals/jjuvl		jjuvl		fulltext		University of La Verne College of Law	serial								P	2
University of Louisville Law Review 	1531-0183		2008	46					http://heinonline.org/HOL/Index?index=journals/branlaj		branlaj		fulltext		University of Louisville	serial								P	3
University of Maryland Law Journal of Race Religion Gender and Class 	1538-8743		2004	4	2				http://heinonline.org/HOL/Index?index=journals/margin		margin		fulltext		University of Maryland School of Law	serial								P	2
University of Memphis Law Review 	1080-8582		1995	25					http://heinonline.org/HOL/Index?index=journals/umem		umem		fulltext		University of Memphis Cecil C. Humphreys School of Law	serial								P	4
University of Miami Business Law Review 	1047-2819		1997	7					http://heinonline.org/HOL/Index?index=journals/umblr		umblr		fulltext		University of Miami School of Law	serial								P	2
University of Miami Entertainment And Sports Law Review 			1989	6		1997	14		http://heinonline.org/HOL/Index?index=journals/umelsr		umelsr		fulltext		University of Miami School of Law	serial								P	2
University of Miami Inter-American Law Review 	0884-1756		1985	16					http://heinonline.org/HOL/Index?index=journals/unmialr		unmialr		fulltext		University of Miami School of Law	serial								P	2
University of Miami International and Comparative Law Review 	1551-3289		1999	7		2015	23 #1		http://heinonline.org/HOL/Index?index=journals/miaicr		miaicr		fulltext	Coverage is from volume one to the most recently published issue.	University of Miami School of Law	serial								P	2
University of Miami Law Review 	0041-9818		1958	12					http://heinonline.org/HOL/Index?index=journals/umialr		umialr		fulltext		University of Miami School of Law	serial								P	4
University of Miami National Security and Armed Conflict Law Review 			2010	1					http://heinonline.org/HOL/Index?index=journals/nsarmc		nsarmc		fulltext		University of Miami School of Law	serial								P	1
"University of Miami Race and Social Justice Law Review"			2011						http://heinonline.org/HOL/Index?index=journals/umrsj&collection=journals		umrsj		fulltext		"University of Miami School of Law"	serial								P	1
University of Michigan Journal of Law Reform 	0363-602X		1971	4					http://heinonline.org/HOL/Index?index=journals/umijlr		umijlr		fulltext		University of Michigan Law School	serial								P	4
"University of Missouri Bulletin Law Series"			1913			1935			http://heinonline.org/HOL/Index?index=journals/umisb&collection=journals		umisb		fulltext			serial								P	
University of New Brunswick Law Journal 	0836-6632		1952	5					http://heinonline.org/HOL/Index?index=journals/unblj		unblj		fulltext		University of New Brunswick Faculty of Law	serial								P	1
University of New Hampshire Law Review 	1543-138X		2011	9					http://heinonline.org/HOL/Index?index=journals/plr		plr		fulltext		University of New Hampshire	serial								P	2
"University of New South Wales Law Journal"	0313-0096		1975						http://heinonline.org/HOL/Index?index=journals/swales&collection=journals		swales		fulltext		"University of New South Wales Faculty of Law"	serial								P	3
"University of Newark Law Review"			1936			1942			http://heinonline.org/HOL/Index?index=journals/unlr&collection=journals		unlr		fulltext			serial								P	
"University of Notre Dame Australia Law Review"	1441-9769		1999						http://heinonline.org/HOL/Index?index=journals/undauslr&collection=journals		undauslr		fulltext		"University of Notre Dame Law School"	serial								P	1
"University of Omaha Night School of Law Bulletin"			1923			1927			http://heinonline.org/HOL/Index?index=journals/uonsb&collection=journals		uonsb		fulltext			serial								P	
"University of Ottawa Law & Technology Journal"	1710-6028		2003			2009			http://heinonline.org/HOL/Index?index=journals/uoltj&collection=journals		uoltj		fulltext		"University of Ottawa Faculty of Law"	serial								P	1
University of Pennsylvania Journal of Business Law 	1097-4938		2009	11					http://heinonline.org/HOL/Index?index=journals/upjlel		upjlel		fulltext		University of Pennsylvania Law School	serial								P	4
"University of Pennsylvania Journal of Constitutional Law"	1521-2823		1998						http://heinonline.org/HOL/Index?index=journals/upjcl&collection=journals		upjcl		fulltext		"University of Pennsylvania Law School"	serial								P	5
University of Pennsylvania Journal of Constitutional Law Heightened 	1942-8561		2012	14		2013	16		http://heinonline.org/HOL/Index?index=journals/jclon		jclon		fulltext		University of Pennsylvania Law School	serial								P	4
University of Pennsylvania Journal of International Law 	1086-7872		2008	29					http://heinonline.org/HOL/Index?index=journals/upjiel		upjiel		fulltext		University of Pennsylvania Law School	serial								P	4
University of Pennsylvania Journal of Law and Social Change 	1091-4803		2008	11					http://heinonline.org/HOL/Index?index=journals/hybrid		hybrid		fulltext		University of Pennsylvania Law School	serial								P	4
 American Law Register 	0041-9907		1908	56		1944	92		http://heinonline.org/HOL/Index?index=journals/pnlr		pnlr		fulltext		University of Pennsylvania Law School	serial								P	7
University of Pennsylvania Law Review Online 			2013	162					http://heinonline.org/HOL/Index?index=journals/pennumbra		pennumbra		fulltext		University of Pennsylvania	serial								P	6
"University of Pittsburgh Law Review"	0041-9915		1935						http://heinonline.org/HOL/Index?index=journals/upitt&collection=journals		upitt		fulltext		"University of Pittsburgh School of Law"	serial								P	4
"University of Queensland Law Journal"	0083-4041		1948						http://heinonline.org/HOL/Index?index=journals/qland&collection=journals		qland		fulltext		"University of Queensland Press"	serial								P	2
University of Richmond Law Review 	0566-2389		1968	3					http://heinonline.org/HOL/Index?index=journals/urich		urich		fulltext		University of Richmond 	serial								P	4
"University of San Francisco Law Review"	0042-0018		1966						http://heinonline.org/HOL/Index?index=journals/usflr&collection=journals		usflr		fulltext		"University of San Francisco School of Law"	serial								P	3
"University of San Francisco Law Review Forum"			2014	49	1				http://heinonline.org/HOL/Index?index=journals/usfor&collection=journals		usfor		fulltext		"University of San Francisco School of Law"	serial								P	4
"University of San Francisco Maritime Law Journal"	1061-3331		1989						http://heinonline.org/HOL/Index?index=journals/usfm&collection=journals		usfm		fulltext		"University of San Francisco School of Law"	serial								P	2
"University of St. Thomas Journal of Law and Public Policy"			2007						http://heinonline.org/HOL/Index?index=journals/tjlpp&collection=journals		tjlpp		fulltext		"University of St. Thomas School of Law"	serial								P	2
"University of St. Thomas Law Journal"	1549-2028		2003						http://heinonline.org/HOL/Index?index=journals/usthomlj&collection=journals		usthomlj		fulltext		"University of St. Thomas School of Law"	serial								P	3
University of Tasmania Law Review 	0082-2108		1964	2					http://heinonline.org/HOL/Index?index=journals/utasman		utasman		fulltext		University of Tasmania	serial								P	2
University of the District of Columbia David A. Clarke School of Law Law Review 	1063-8601		2002	7					http://heinonline.org/HOL/Index?index=journals/udclr		udclr		fulltext		University of the District of Columbia School of Law	serial								P	1
McGeorge Law Review 	1520-9245		1998	29					http://heinonline.org/HOL/Index?index=journals/mcglr		mcglr		fulltext		University of the Pacific McGeorge School of Law	serial								P	4
"University of Toledo Law Review"	0042-0190		1969						http://heinonline.org/HOL/Index?index=journals/utol&collection=journals		utol		fulltext		"University of Toledo College of Law"	serial								P	3
