	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_issue_online	num_first_vol_online	date_last_issue_online	num_last_issue_online	num_last_vol_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	title_availability
2361	Apprehending the Criminal: The Production of Deviance in Nineteenth Century Discourse	9780822312710.0	9780822399612.0							http://doi.org/10.1215/9780822399612	Leps, Marie-Christine			fulltext		Duke University Press	Monograph	1992.0							P	Available
2362	Working Fictions: A Genealogy of the Victorian Novel	9780822338888.0	9780822388340.0							http://doi.org/10.1215/9780822388340	Lesjak, Carolyn			fulltext		Duke University Press	Monograph	2007.0							P	Available
2363	A Discontented Diaspora: Japanese Brazilians and the Meanings of Ethnic Militancy, 1960&ndash;1980	9780822340812.0	9780822390480.0							http://doi.org/10.1215/9780822390480	Lesser, Jeffrey			fulltext		Duke University Press	Monograph	2007.0							P	Available
2364	Searching for Home Abroad: Japanese Brazilians and Transnationalism	9780822331483.0	9780822385134.0							http://doi.org/10.1215/9780822385134	Lesser, Jeffrey			fulltext		Duke University Press	Monograph	2003.0							P	Available
2365	Negotiating National Identity: Immigrants, Minorities, and the Struggle for Ethnicity in Brazil	9780822322924.0	9780822399292.0							http://doi.org/10.1215/9780822399292	Lesser, Jeffrey			fulltext		Duke University Press	Monograph	1999.0							P	Available
2366	Cradle of Liberty: Race, the Child, and National Belonging from Thomas Jefferson to W. E. B. Du Bois	9780822338727.0	9780822388357.0							http://doi.org/10.1215/9780822388357	Levander, Caroline			fulltext		Duke University Press	Monograph	2006.0							P	Available
2367	The Poetics of Transition: Emerson, Pragmatism, and American Literary Modernism	9780822322962.0	9780822398585.0							http://doi.org/10.1215/9780822398585	Levin, Jonathan			fulltext		Duke University Press	Monograph	1999.0							P	Available
2368	Wallowing in Sex: The New Sexual Culture of 1970s American Television	9780822339199.0	9780822389774.0							http://doi.org/10.1215/9780822389774	Levine, Elana			fulltext		Duke University Press	Monograph	2007.0							P	Available
2369	Undead TV: Essays on Buffy the Vampire Slayer	9780822340652.0	9780822390152.0							http://doi.org/10.1215/9780822390152	Levine, Elana			fulltext		Duke University Press	Monograph	2007.0							P	Available
2370	We Are All Equal: Student Culture and Identity at a Mexican Secondary School, 1988&ndash;1998	9780822327004.0	9780822381075.0							http://doi.org/10.1215/9780822381075	Levinson, Bradley			fulltext		Duke University Press	Monograph	2001.0							P	Available
2371	Wrestling with Diversity	9780822332398.0	9780822385141.0							http://doi.org/10.1215/9780822385141	Levinson, Sanford			fulltext		Duke University Press	Monograph	2003.0							P	Available
2372	Written in Stone: Public Monuments in Changing Societies	9780822322207.0	9780822399995.0							http://doi.org/10.1215/9780822399995	Levinson, Sanford			fulltext		Duke University Press	Monograph	1998.0							P	Available
2373	Whom God Wishes to Destroy . . .: Francis Coppola and the New Hollywood	9780822318897.0	9780822398981.0							http://doi.org/10.1215/9780822398981	Lewis, Jon			fulltext		Duke University Press	Monograph	1995.0							P	Available
2374	Looking Past the Screen: Case Studies in American Film History and Method	9780822338215.0	9780822390138.0							http://doi.org/10.1215/9780822390138	Lewis, Jon			fulltext		Duke University Press	Monograph	2007.0							P	Available
2375	Hall of Mirrors: Power, Witchcraft, and Caste in Colonial Mexico	9780822331476.0	9780822385158.0							http://doi.org/10.1215/9780822385158	Lewis, Laura			fulltext		Duke University Press	Monograph	2003.0							P	Available
2376	The Will to Improve: Governmentality, Development, and the Practice of Politics	9780822340270.0	9780822389781.0							http://doi.org/10.1215/9780822389781	Li, Tania Murray			fulltext		Duke University Press	Monograph	2007.0							P	Available
2377	Children of Ezekiel: Aliens, UFOs,  the Crisis of Race, and the Advent of End Time	9780822322689.0	9780822396291.0							http://doi.org/10.1215/9780822396291	Lieb, Michael			fulltext		Duke University Press	Monograph	1998.0							P	Available
2378	Stand-up Comedy in Theory, or, Abjection in America	9780822325468.0	9780822380504.0							http://doi.org/10.1215/9780822380504	Limon, John			fulltext		Duke University Press	Monograph	2000.0							P	Available
2379	The Transformation of Chinese Socialism	9780822337980.0	9780822388364.0							http://doi.org/10.1215/9780822388364	Lin, Chun			fulltext		Duke University Press	Monograph	2006.0							P	Available
2380	The Black Church in the African American Experience	9780822310730.0	9780822381648.0							http://doi.org/10.1215/9780822381648	Lincoln, C.			fulltext		Duke University Press	Monograph	1990.0							P	Available
2381	The Avenue, Clayton City	9780822317456.0	9780822378464.0							http://doi.org/10.1215/9780822378464	Lincoln, C.			fulltext		Duke University Press	Monograph	1996.0							P	Available
2382	Coming through the Fire: Surviving Race and Place in America	9780822317364.0	9780822378433.0							http://doi.org/10.1215/9780822378433	Lincoln, C.			fulltext		Duke University Press	Monograph	1996.0							P	Available
2383	Emperors in the Jungle: The Hidden History of the U.S. in Panama	9780822331001.0	9780822384601.0							http://doi.org/10.1215/9780822384601	Lindsay-Poland, John			fulltext		Duke University Press	Monograph	2003.0							P	Available
2384	Minor Transnationalism	9780822334903.0	9780822386643.0							http://doi.org/10.1215/9780822386643	Lionnet, Françoise			fulltext		Duke University Press	Monograph	2005.0							P	Available
2385	Constitutional Revolutions: Pragmatism and the Role of Judicial Review in American Constitutionalism	9780822324294.0	9780822380511.0							http://doi.org/10.1215/9780822380511	Lipkin, Robert			fulltext		Duke University Press	Monograph	2000.0							P	Available
2386	Strange Gourmets: Sophistication, Theory, and the Novel	9780822320166.0	9780822398233.0							http://doi.org/10.1215/9780822398233	Litvak, Joseph			fulltext		Duke University Press	Monograph	1997.0							P	Available
2387	Aesthetics and Marxism: Chinese Aesthetic Marxists and Their Western Contemporaries	9780822324485.0	9780822380535.0							http://doi.org/10.1215/9780822380535	Liu, Kang			fulltext		Duke University Press	Monograph	2000.0							P	Available
2388	Politics, Ideology, and Literary Discourse in Modern China: Theoretical Interventions and Cultural Critique	9780822314165.0	9780822381846.0							http://doi.org/10.1215/9780822381846	Liu, Kang			fulltext		Duke University Press	Monograph	1993.0							P	Available
2389	Tokens of Exchange: The Problem of Translation in Global Circulations	9780822324249.0	9780822381129.0							http://doi.org/10.1215/9780822381129	Liu, Lydia			fulltext		Duke University Press	Monograph	2000.0							P	Available
2390	Blutopia: Visions of the Future and Revisions of the Past in the Work of Sun Ra, Duke Ellington, and Anthony Braxton	9780822324409.0	9780822378471.0							http://doi.org/10.1215/9780822378471	Lock, Graham			fulltext		Duke University Press	Monograph	2000.0							P	Available
2391	Criminal Woman, the Prostitute, and the Normal Woman	9780822332466.0	9780822385592.0							http://doi.org/10.1215/9780822385592	Lombroso, Cesare			fulltext		Duke University Press	Monograph	2004.0							P	Available
2392	Postcolonial Studies and Beyond	9780822335238.0	9780822386650.0							http://doi.org/10.1215/9780822386650	Loomba, Ania			fulltext		Duke University Press	Monograph	2005.0							P	Available
2393	State Formation and Democracy in Latin America, 1810-1900	9780822324744.0	9780822399636.0							http://doi.org/10.1215/9780822399636	Lopez-Alves, Fernando			fulltext		Duke University Press	Monograph	2000.0							P	Available
2394	Hegel and the Freedom of Moderns	9780822332916.0	9780822385608.0							http://doi.org/10.1215/9780822385608	Losurdo, Domenico			fulltext		Duke University Press	Monograph	2004.0							P	Available
2395	Chineseness across Borders: Renegotiating Chinese Identities in China and the United States	9780822332633.0	9780822385615.0							http://doi.org/10.1215/9780822385615	Louie, Andrea			fulltext		Duke University Press	Monograph	2004.0							P	Available
2396	The Body in Late-Capitalist USA	9780822316725.0	9780822381969.0							http://doi.org/10.1215/9780822381969	Lowe, Donald			fulltext		Duke University Press	Monograph	1995.0							P	Available
2397	Immigrant Acts: On Asian American Cultural Politics	9780822318644.0	9780822379010.0							http://doi.org/10.1215/9780822379010	Lowe, Lisa			fulltext		Duke University Press	Monograph	1996.0							P	Available
2398	The Politics of Culture in the Shadow of Capital	9780822320463.0	9780822382317.0							http://doi.org/10.1215/9780822382317	Lowe, Lisa			fulltext		Duke University Press	Monograph	1997.0							P	Available
2399	Romanticism Against the Tide of Modernity	9780822327943.0	9780822381297.0							http://doi.org/10.1215/9780822381297	Löwy, Michael			fulltext		Duke University Press	Monograph	2002.0							P	Available
2400	The Misfit of the Family: Balzac and the Social Forms of Sexuality	9780822331933.0	9780822385165.0							http://doi.org/10.1215/9780822385165	Lucey, Michael			fulltext		Duke University Press	Monograph	2003.0							P	Available
2401	Never Say I: Sexuality and the First Person in Colette, Gide, and Proust	9780822338970.0	9780822388371.0							http://doi.org/10.1215/9780822388371	Lucey, Michael			fulltext		Duke University Press	Monograph	2006.0							P	Available
2402	The Gaucho Genre: A Treatise on the Motherland	9780822328445.0	9780822383567.0							http://doi.org/10.1215/9780822383567	Ludmer , Josefina			fulltext		Duke University Press	Monograph	2002.0							P	Available
2403	Time-Fetishes: The Secret History of Eternal Recurrence	9780822322733.0	9780822398837.0							http://doi.org/10.1215/9780822398837	Lukacher, Ned			fulltext		Duke University Press	Monograph	1999.0							P	Available
2404	Shows of Force: Power, Politics, and Ideology in Art Exhibitions	9780822311232.0	9780822398066.0							http://doi.org/10.1215/9780822398066	Luke, Timothy			fulltext		Duke University Press	Monograph	1992.0							P	Available
2405	Eye Contact: Photographing Indigenous Australians	9780822335726.0	9780822387251.0							http://doi.org/10.1215/9780822387251	Lydon, Jane			fulltext		Duke University Press	Monograph	2006.0							P	Available
2406	Cultural Institutions of the Novel	9780822318545.0	9780822396505.0							http://doi.org/10.1215/9780822396505	Lynch, Deidre			fulltext		Duke University Press	Monograph	1996.0							P	Available
2407	Machiavelli: The Chief Works and Others, Vol. I	9780822309451.0	9780822381570.0							http://doi.org/10.1215/9780822381570	Machiavelli, Nicoll&ograve;			fulltext		Duke University Press	Monograph	1989.0							P	Available
2408	Machiavelli: The Chief Works and Others, Vol. II	9780822309468.0	9780822381587.0							http://doi.org/10.1215/9780822381587	Machiavelli, Nicoll&ograve;			fulltext		Duke University Press	Monograph	1989.0							P	Available
2409	Machiavelli: The Chief Works and Others, Vol. III	9780822309475.0	9780822381594.0							http://doi.org/10.1215/9780822381594	Machiavelli, Nicoll&ograve;			fulltext		Duke University Press	Monograph	1989.0							P	Available
2410	Text and the City: Essays on Japanese Modernity	9780822333463.0	9780822385622.0							http://doi.org/10.1215/9780822385622	Maeda, Ai			fulltext		Duke University Press	Monograph	2004.0							P	Available
2411	Liberalism without Democracy: Nationhood and Citizenship in Egypt, 1922&ndash;1936	9780822338383.0	9780822388388.0							http://doi.org/10.1215/9780822388388	Maghraoui, Abdeslam			fulltext		Duke University Press	Monograph	2006.0							P	Available
2412	Right to Rock: The Black Rock Coalition and the Cultural Politics of Race	9780822333173.0	9780822386131.0							http://doi.org/10.1215/9780822386131	Mahon, Maureen			fulltext		Duke University Press	Monograph	2004.0							P	Available
2413	Unveiling Traditions: Postcolonial Islam in a Polycentric World	9780822326298.0	9780822380542.0							http://doi.org/10.1215/9780822380542	Majid, Anouar			fulltext		Duke University Press	Monograph	2000.0							P	Available
2414	Courage Tastes of Blood: The Mapuche Community of Nicol&aacute;s Ail&iacute;o and the Chilean State, 1906&ndash;2001	9780822335856.0	9780822387268.0							http://doi.org/10.1215/9780822387268	Mallon, Florencia			fulltext		Duke University Press	Monograph	2005.0							P	Available
2415	Queering Reproduction: Achieving Pregnancy in the Age of Technoscience	9780822340782.0	9780822390220.0							http://doi.org/10.1215/9780822390220	Mamo, Laura			fulltext		Duke University Press	Monograph	2007.0							P	Available
2416	Global Divas: Filipino Gay Men in the Diaspora	9780822332176.0	9780822385172.0							http://doi.org/10.1215/9780822385172	Manalansan, Martin			fulltext		Duke University Press	Monograph	2003.0							P	Available
2417	In the Aftermath of Genocide: Armenians and Jews in Twentieth-Century France	9780822331346.0	9780822385189.0							http://doi.org/10.1215/9780822385189	Mandel, Maud			fulltext		Duke University Press	Monograph	2003.0							P	Available
2418	Trading Roles: Gender, Ethnicity, and the Urban Economy in Colonial Potos&iacute;	9780822334705.0	9780822386667.0							http://doi.org/10.1215/9780822386667	Mangan, Jane			fulltext		Duke University Press	Monograph	2005.0							P	Available
2419	Screening Culture, Viewing Politics: An Ethnography of Television, Womanhood, and Nation in Postcolonial India	9780822323907.0	9780822378242.0							http://doi.org/10.1215/9780822378242	Mankekar, Purnima			fulltext		Duke University Press	Monograph	1999.0							P	Available
2420	Native Sons: West African Veterans and France in the Twentieth Century	9780822337683.0	9780822387817.0							http://doi.org/10.1215/9780822387817	Mann, Gregory			fulltext		Duke University Press	Monograph	2006.0							P	Available
2421	Bad Modernisms	9780822337973.0	9780822387824.0							http://doi.org/10.1215/9780822387824	Mao, Douglas			fulltext		Duke University Press	Monograph	2006.0							P	Available
2422	Rereading Cultural Anthropology	9780822312970.0	9780822397861.0							http://doi.org/10.1215/9780822397861	Marcus, George			fulltext		Duke University Press	Monograph	1992.0							P	Available
2423	Truman and the Steel Seizure Case: The Limits of Presidential Power	9780822314172.0	9780822398875.0							http://doi.org/10.1215/9780822398875	Marcus, Maeva			fulltext		Duke University Press	Monograph	1994.0							P	Available
2424	The Public Life of Privacy in Nineteenth-Century American Literature	9780822335498.0	9780822386674.0							http://doi.org/10.1215/9780822386674	Margolis, Stacey			fulltext		Duke University Press	Monograph	2005.0							P	Available
2425	Rites of Realism: Essays on Corporeal Cinema	9780822330783.0	9780822384618.0							http://doi.org/10.1215/9780822384618	Margulies, Ivone			fulltext		Duke University Press	Monograph	2003.0							P	Available
2426	Nothing Happens: Chantal Akerman&rsquo;s Hyperrealist Everyday	9780822317265.0	9780822399254.0							http://doi.org/10.1215/9780822399254	Margulies, Ivone			fulltext		Duke University Press	Monograph	1996.0							P	Available
2427	The Space Station: A Personal Journey	9780822307273.0	9780822399988.0							http://doi.org/10.1215/9780822399988	Mark, Hans			fulltext		Duke University Press	Monograph	1987.0							P	Available
2428	Dying Planet: Mars in Science and the Imagination	9780822336389.0	9780822387275.0							http://doi.org/10.1215/9780822387275	Markley, Robert			fulltext		Duke University Press	Monograph	2005.0							P	Available
2429	The Skin of the Film: Intercultural Cinema, Embodiment, and the Senses	9780822323914.0	9780822381372.0							http://doi.org/10.1215/9780822381372	Marks, Laura			fulltext		Duke University Press	Monograph	2000.0							P	Available
2430	The Cultural Turn in Late Ancient Studies: Gender, Asceticism, and Historiography	9780822334224.0	9780822386681.0							http://doi.org/10.1215/9780822386681	Martin, Dale			fulltext		Duke University Press	Monograph	2005.0							P	Available
2431	Redress for Historical Injustices in the United States: On Reparations for Slavery, Jim Crow, and Their Legacies	9780822340249.0	9780822389811.0							http://doi.org/10.1215/9780822389811	Martin, Michael			fulltext		Duke University Press	Monograph	2007.0							P	Available
2432	An Empire of Indifference: American War and the Financial Logic of Risk Management	9780822339960.0	9780822389804.0							http://doi.org/10.1215/9780822389804	Martin, Randy			fulltext		Duke University Press	Monograph	2007.0							P	Available
2433	The Art of Transition: Latin American Culture and Neoliberal Crisis	9780822328186.0	9780822381389.0							http://doi.org/10.1215/9780822381389	Masiello, Francine			fulltext		Duke University Press	Monograph	2001.0							P	Available
2434	Prayer Has Spoiled Everything: Possession, Power, and Identity in an Islamic Town of Niger	9780822326397.0	9780822380559.0							http://doi.org/10.1215/9780822380559	Masquelier, Adeline			fulltext		Duke University Press	Monograph	2001.0							P	Available
2435	Parables for the Virtual: Movement, Affect, Sensation	9780822328971.0	9780822383574.0							http://doi.org/10.1215/9780822383574	Massumi, Brian			fulltext		Duke University Press	Monograph	2002.0							P	Available
2436	The Selected Letters of Ezra Pound to John Quinn: 1915&ndash;1924	9780822311324.0	9780822382904.0							http://doi.org/10.1215/9780822382904	Materer, Timothy			fulltext		Duke University Press	Monograph	1991.0							P	Available
2437	Lines of Flight: Discursive Time and Countercultural Desire in the Work of Thomas Pynchon	9780822329947.0	9780822384137.0							http://doi.org/10.1215/9780822384137	Mattessich, Stefan			fulltext		Duke University Press	Monograph	2002.0							P	Available
2438	Reading Boyishly: Roland Barthes, J. M. Barrie, Jacques Henri Lartigue, Marcel Proust, and D. W. Winnicott	9780822339625.0	9780822397779.0							http://doi.org/10.1215/9780822397779	Mavor, Carol			fulltext		Duke University Press	Monograph	2008.0							P	Available
2439	Pleasures Taken: Performances of Sexuality and Loss in Victorian Photographs	9780822316190.0	9780822377948.0							http://doi.org/10.1215/9780822377948	Mavor, Carol			fulltext		Duke University Press	Monograph	1995.0							P	Available
2440	Becoming: The Photographs of Clementina, Viscountess Hawarden	9780822323891.0	9780822396154.0							http://doi.org/10.1215/9780822396154	Mavor, Carol			fulltext		Duke University Press	Monograph	1999.0							P	Available
2441	Shoveling Smoke: Advertising and Globalization in Contemporary India	9780822331452.0	9780822385196.0							http://doi.org/10.1215/9780822385196	Mazzarella, William			fulltext		Duke University Press	Monograph	2003.0							P	Available
2442	The Worlds of Petrarch	9780822313960.0	9780822382614.0							http://doi.org/10.1215/9780822382614	Mazzotta, Giuseppe			fulltext		Duke University Press	Monograph	1993.0							P	Available
2443	Storming the Reality Studio: A Casebook of Cyberpunk &amp; Postmodern Science Fiction	9780822311584.0	9780822398226.0							http://doi.org/10.1215/9780822398226	McCaffery, Larry			fulltext		Duke University Press	Monograph	1991.0							P	Available
2444	Hello, Hello Brazil: Popular Music in the Making of Modern Brazil	9780822332848.0	9780822385639.0							http://doi.org/10.1215/9780822385639	McCann, Bryan			fulltext		Duke University Press	Monograph	2004.0							P	Available
2445	Gumshoe America: Hard-Boiled Crime Fiction and the Rise and Fall of New Deal Liberalism	9780822325949.0	9780822380566.0							http://doi.org/10.1215/9780822380566	McCann, Sean			fulltext		Duke University Press	Monograph	2000.0							P	Available
2446	Ambient Television: Visual Culture and Public Space	9780822326922.0	9780822383130.0							http://doi.org/10.1215/9780822383130	McCarthy, Anna			fulltext		Duke University Press	Monograph	2001.0							P	Available
2447	Forgotten Readers: Recovering the Lost History of African American Literary Societies	9780822329954.0	9780822384144.0							http://doi.org/10.1215/9780822384144	McHenry, Elizabeth			fulltext		Duke University Press	Monograph	2002.0							P	Available
2448	Circular Breathing: The Cultural Politics of Jazz in Britain	9780822335733.0	9780822387282.0							http://doi.org/10.1215/9780822387282	McKay, George			fulltext		Duke University Press	Monograph	2005.0							P	Available
2449	Producing American Races: Henry James, William Faulkner, Toni Morrison	9780822323631.0	9780822397663.0							http://doi.org/10.1215/9780822397663	McKee, Patricia			fulltext		Duke University Press	Monograph	1999.0							P	Available
2450	The Art of the Network: Strategic Interaction and Patronage in Renaissance Florence	9780822341178.0	9780822390367.0							http://doi.org/10.1215/9780822390367	McLean, Paul			fulltext		Duke University Press	Monograph	2007.0							P	Available
2451	Misers, Shrews, and Polygamists: Sexuality and Male-Female Relations in Eighteenth-Century Chinese Fiction	9780822315667.0	9780822397298.0							http://doi.org/10.1215/9780822397298	McMahon, Keith			fulltext		Duke University Press	Monograph	1995.0							P	Available
2452	Sainted Women of the Dark Ages	9780822312161.0	9780822382362.0							http://doi.org/10.1215/9780822382362	McNamara, Jo Ann			fulltext		Duke University Press	Monograph	1992.0							P	Available
2453	Reconstructing Dixie: Race, Gender, and Nostalgia in the Imagined South	9780822330400.0	9780822384625.0							http://doi.org/10.1215/9780822384625	McPherson, Tara			fulltext		Duke University Press	Monograph	2003.0							P	Available
2454	Imitations of Life: Two Centuries of Melodrama in Russia	9780822327905.0	9780822380573.0							http://doi.org/10.1215/9780822380573	McReynolds, Louise			fulltext		Duke University Press	Monograph	2002.0							P	Available
2455	Rebels: Youth and the Cold War Origins of Identity	9780822336921.0	9780822387299.0							http://doi.org/10.1215/9780822387299	Medovoi, Leerom			fulltext		Duke University Press	Monograph	2005.0							P	Available
2456	Sound of Africa!: Making Music Zulu in a South African Studio	9780822330271.0	9780822384632.0							http://doi.org/10.1215/9780822384632	Meintjes, Louise			fulltext		Duke University Press	Monograph	2003.0							P	Available
2457	The Plebeian Republic: The Huanta Rebellion and the Making of the Peruvian State, 1820&ndash;1850	9780822334415.0	9780822386698.0							http://doi.org/10.1215/9780822386698	Méndez, Cecilia			fulltext		Duke University Press	Monograph	2005.0							P	Available
2458	Las hijas de Juan: Daughters Betrayed	9780822338963.0	9780822388395.0							http://doi.org/10.1215/9780822388395	Méndez-Negrete, Josie			fulltext		Duke University Press	Monograph	2006.0							P	Available
2459	Shards of Love: Exile and the Origins of the Lyric	9780822314196.0	9780822381853.0							http://doi.org/10.1215/9780822381853	Menocal, María			fulltext		Duke University Press	Monograph	1993.0							P	Available
2460	Writing in Dante's Cult of Truth: From Borges to Bocaccio	9780822311171.0	9780822399568.0							http://doi.org/10.1215/9780822399568	Menocal, María			fulltext		Duke University Press	Monograph	1991.0							P	Available
2461	Sentimental Materialism: Gender, Commodity Culture, and Nineteenth-Century American Literature	9780822325161.0	9780822377962.0							http://doi.org/10.1215/9780822377962	Merish, Lori			fulltext		Duke University Press	Monograph	2000.0							P	Available
2462	Disciplining Feminism: From Social Activism to Academic Discourse	9780822328438.0	9780822383581.0							http://doi.org/10.1215/9780822383581	Messer-Davidow, Ellen			fulltext		Duke University Press	Monograph	2002.0							P	Available
2463	Prozac on the Couch: Prescribing Gender in the Era of Wonder Drugs	9780822335245.0	9780822386704.0							http://doi.org/10.1215/9780822386704	Metzl, Jonathan			fulltext		Duke University Press	Monograph	2003.0							P	Available
2464	Black, Jewish, and Interracial: It&rsquo;s Not the Color of Your Skin, but the Race of Your Kin, and Other Myths of Identity	9780822319757.0	9780822382300.0							http://doi.org/10.1215/9780822382300	Mevorach, Katya			fulltext		Duke University Press	Monograph	1997.0							P	Available
2465	Anxious Intellects: Academic Professionals, Public Intellectuals, and Enlightenment Values	9780822324966.0	9780822381396.0							http://doi.org/10.1215/9780822381396	Michael, John			fulltext		Duke University Press	Monograph	2000.0							P	Available
2466	Our America: Nativism, Modernism, and Pluralism	9780822320647.0	9780822397434.0							http://doi.org/10.1215/9780822397434	Michaels, Walter			fulltext		Duke University Press	Monograph	1995.0							P	Available
2467	Crossing Waters, Crossing Worlds: The African Diaspora in Indian Country	9780822338659.0	9780822388401.0							http://doi.org/10.1215/9780822388401	Miles, Tiya			fulltext		Duke University Press	Monograph	2006.0							P	Available
2468	Materiality	9780822335429.0	9780822386711.0							http://doi.org/10.1215/9780822386711	Miller, Daniel			fulltext		Duke University Press	Monograph	2005.0							P	Available
2469	Tropes, Parables, and Performatives	9780822311119.0	9780822390688.0							http://doi.org/10.1215/9780822390688	Miller, J.			fulltext		Duke University Press	Monograph	1990.0							P	Available
2470	From Revolutionaries to Citizens: Antimilitarism in France, 1870&ndash;1914	9780822327660.0	9780822380580.0							http://doi.org/10.1215/9780822380580	Miller, Paul			fulltext		Duke University Press	Monograph	2002.0							P	Available
2471	The Seventies Now: Culture as Surveillance	9780822321668.0	9780822399971.0							http://doi.org/10.1215/9780822399971	Miller, Stephen Paul			fulltext		Duke University Press	Monograph	1999.0							P	Available
2472	The Effortless Economy of Science?	9780822333227.0	9780822385646.0							http://doi.org/10.1215/9780822385646	Mirowski, Philip			fulltext		Duke University Press	Monograph	2004.0							P	Available
2473	Within the Circle: An Anthology of African American Literary Criticism from the Harlem Renaissance to the Present	9780822315445.0	9780822399889.0							http://doi.org/10.1215/9780822399889	Mitchell, Angelyn			fulltext		Duke University Press	Monograph	1994.0							P	Available
2474	Tissue Economies: Blood, Organs, and Cell Lines in Late Capitalism	9780822337706.0	9780822388043.0							http://doi.org/10.1215/9780822388043	Mitchell, Robert			fulltext		Duke University Press	Monograph	2006.0							P	Available
2475	Sessue Hayakawa: Silent Cinema and Transnational Stardom	9780822339694.0	9780822389828.0							http://doi.org/10.1215/9780822389828	Miyao, Daisuke			fulltext		Duke University Press	Monograph	2007.0							P	Available
2476	Postmodernism and Japan	9780822308966.0	9780822381556.0							http://doi.org/10.1215/9780822381556	Miyoshi, Masao			fulltext		Duke University Press	Monograph	1989.0							P	Available
2477	Learning Places: The Afterlives of Area Studies	9780822328407.0	9780822383598.0							http://doi.org/10.1215/9780822383598	Miyoshi, Masao			fulltext		Duke University Press	Monograph	2002.0							P	Available
2478	Japan in the World	9780822313687.0	9780822381808.0							http://doi.org/10.1215/9780822381808	Miyoshi, Masao			fulltext		Duke University Press	Monograph	1993.0							P	Available
2479	Ziegfeld Girl: Image and Icon in Culture and Cinema	9780822323235.0	9780822399032.0							http://doi.org/10.1215/9780822399032	Mizejewski, Linda			fulltext		Duke University Press	Monograph	1999.0							P	Available
2480	Feminism without Borders: Decolonizing Theory, Practicing Solidarity	9780822330219.0	9780822384649.0							http://doi.org/10.1215/9780822384649	Mohanty, Chandra			fulltext		Duke University Press	Monograph	2003.0							P	Available
2481	The Body Multiple: Ontology in Medical Practice	9780822329176.0	9780822384151.0							http://doi.org/10.1215/9780822384151	Mol, Annemarie			fulltext		Duke University Press	Monograph	2003.0							P	Available
2482	Hispanisms and Homosexualities	9780822321989.0	9780822399957.0							http://doi.org/10.1215/9780822399957	Molloy, Sylvia			fulltext		Duke University Press	Monograph	1998.0							P	Available
2483	Signs of Borges	9780822314202.0	9780822399940.0							http://doi.org/10.1215/9780822399940	Molloy, Sylvia			fulltext		Duke University Press	Monograph	1993.0							P	Available
2484	An Aesthetic Occupation: The Immediacy of Architecture and the Palestine Conflict	9780822328148.0	9780822383307.0							http://doi.org/10.1215/9780822383307	Monk, Daniel			fulltext		Duke University Press	Monograph	2002.0							P	Available
2485	A Small Boy and Others: Imitation and Initiation in American Culture from Henry James to Andy Warhol	9780822321736.0	9780822396024.0							http://doi.org/10.1215/9780822396024	Moon, Michael			fulltext		Duke University Press	Monograph	1998.0							P	Available
2486	Subjects and Citizens: Nation, Race, and Gender from Oroonoko to Anita Hill	9780822315391.0	9780822382393.0							http://doi.org/10.1215/9780822382393	Moon, Michael			fulltext		Duke University Press	Monograph	1995.0							P	Available
2487	Militarized Modernity and Gendered Citizenship in South Korea	9780822336273.0	9780822387312.0							http://doi.org/10.1215/9780822387312	Moon, Seungsook			fulltext		Duke University Press	Monograph	2005.0							P	Available
2488	Shakespeare's Dramatic Transactions	9780822310396.0	9780822382836.0							http://doi.org/10.1215/9780822382836	Mooney, Michael			fulltext		Duke University Press	Monograph	1990.0							P	Available
2489	Suffering for Territory: Race, Place, and Power in Zimbabwe	9780822335825.0	9780822387329.0							http://doi.org/10.1215/9780822387329	Moore, Donald			fulltext		Duke University Press	Monograph	2005.0							P	Available
2490	Race, Nature, and the Politics of Difference	9780822330912.0	9780822384656.0							http://doi.org/10.1215/9780822384656	Moore, Donald			fulltext		Duke University Press	Monograph	2003.0							P	Available
2491	The Exhaustion of Difference: The Politics of Latin American Cultural Studies	9780822327264.0	9780822380597.0							http://doi.org/10.1215/9780822380597	Moreiras, Alberto			fulltext		Duke University Press	Monograph	2001.0							P	Available
2492	Percussion: Drumming, Beating, Striking	9780822329190.0	9780822383604.0							http://doi.org/10.1215/9780822383604	Mowitt, John			fulltext		Duke University Press	Monograph	2002.0							P	Available
2493	Culture in the Marketplace: Gender, Art, and Value in the American Southwest	9780822326182.0	9780822380603.0							http://doi.org/10.1215/9780822380603	Mullin, Molly			fulltext		Duke University Press	Monograph	2001.0							P	Available
2494	Federal Criminal Law Doctrines: The Forgotten Influence of National Prohibition	9780822315100.0	9780822379164.0							http://doi.org/10.1215/9780822379164	Murchison, Kenneth			fulltext		Duke University Press	Monograph	1994.0							P	Available
2495	Hemispheric Imaginings: The Monroe Doctrine and Narratives of U.S. Empire	9780822334965.0	9780822386728.0							http://doi.org/10.1215/9780822386728	Murphy, Gretchen			fulltext		Duke University Press	Monograph	2005.0							P	Available
2496	Sick Building Syndrome and the Problem of Uncertainty: Environmental Politics, Technoscience, and Women Workers	9780822336716.0	9780822387831.0							http://doi.org/10.1215/9780822387831	Murphy, Michelle			fulltext		Duke University Press	Monograph	2006.0							P	Available
