publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
A Course on Geometric Group Theory	978-4-931469-35-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/a-course-on-geometric-group-theory/toc/10.2969/msjmemoirs/016010000	Bowditch	euclid.msjm/1416864640		fulltext		Mathematical Society of Japan	Monograph	2006	41967.0	16			euclid.msjm/2189-1494		F
Combinatorial Aspect of Integrable Systems	978-4-931469-37-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/combinatorial-aspect-of-integrable-systems/toc/10.2969/msjmemoirs/017010000	Berenstein	euclid.msjm/1416864656		fulltext		Mathematical Society of Japan	Monograph	2007	41967.0	17			euclid.msjm/2189-1494		F
scl	978-4-931469-53-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/scl/toc/10.2969/msjmemoirs/020010000	Calegari	euclid.msjm/1416864672		fulltext		Mathematical Society of Japan	Monograph	2009	41967.0	20			euclid.msjm/2189-1494		F
On Congruence Monodromy Problems	978-4-931469-50-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/on-congruence-monodromy-problems/toc/10.2969/msjmemoirs/018010000	Ihara	euclid.msjm/1416927754		fulltext		Mathematical Society of Japan	Monograph	2008	41968.0	18			euclid.msjm/2189-1494		F
A Global View of Brownian Penalisations	978-4-931469-52-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/a-global-view-of-brownian-penalisations/toc/10.2969/msjmemoirs/019010000	Najnudel	euclid.msjm/1416929510		fulltext		Mathematical Society of Japan	Monograph	2009	41968.0	19			euclid.msjm/2189-1494		F
Del Pezzo and K3 Surfaces	978-4-931469-34-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/del-pezzo-and-k3-surfaces/toc/10.2969/msjmemoirs/015010000	Alexeev	euclid.msjm/1418310898		fulltext		Mathematical Society of Japan	Monograph	2006	41984.0	15			euclid.msjm/2189-1494		F
Dispersive and Strichartz Estimates for Hyperbolic Equations with Constant Coefficients	978-4-931469-57-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/dispersive-and-strichartz-estimates-for-hyperbolic-equations-with-constant-coefficients/toc/10.2969/msjmemoirs/022010000	Ruzhansky	euclid.msjm/1418311175		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	22			euclid.msjm/2189-1494		F
Algebraic and Analytic Aspects of Zeta Functions and $L$-functions	978-4-931469-56-3								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/algebraic-and-analytic-aspects-of-zeta-functions-and-l-functions/toc/10.2969/msjmemoirs/021010000		euclid.msjm/1418311405		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	21		Bhowmik	euclid.msjm/2189-1494		F
Kähler Geometry of Loop Spaces	978-4-931469-60-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/kahler-geometry-of-loop-spaces/toc/10.2969/msjmemoirs/023010000	Sergeev	euclid.msjm/1418311586		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	23			euclid.msjm/2189-1494		F
Monte Carlo Method, Random Number, and Pseudorandom Number	978-4-931469-65-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/monte-carlo-method-random-number-and-pseudorandom-number/toc/10.2969/msjmemoirs/025010000	Sugita	euclid.msjm/1418311624		fulltext		Mathematical Society of Japan	Monograph	2011	41984.0	25			euclid.msjm/2189-1494		F
Hierarchy of Semiconductor Equations: Relaxation Limits with Initial Layers for Large Initial Data	978-4-931469-66-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/hierarchy-of-semiconductor-equations-relaxation-limits-with-initial-layers-for-large-initial-data/toc/10.2969/msjmemoirs/026010000	Nishibata	euclid.msjm/1418311657		fulltext		Mathematical Society of Japan	Monograph	2011	41984.0	26			euclid.msjm/2189-1494		F
A Beginner's Guide to the Theory of Viscosity Solutions	978-4-931469-28-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/a-beginner-s-guide-to-the-theory-of-viscosity-solutions/toc/10.2969/msjmemoirs/013020000	Koike	euclid.msjm/1418313496		fulltext		Mathematical Society of Japan	Monograph	2014	41984.0	13			euclid.msjm/2189-1494		P
Godbillon-Vey Class of Transversely Holomorphic Foliations	978-4-931469-61-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/godbillon-vey-class-of-transversely-holomorphic-foliations/toc/10.2969/msjmemoirs/024010000	Asuke	euclid.msjm/1418313739		fulltext		Mathematical Society of Japan	Monograph	2010	41984.0	24			euclid.msjm/2189-1494		F
Geometric Structures on 2-Orbifolds: Exploration of Discrete Symmetry	978-4-931469-68-6								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/geometric-structures-on-2-orbifolds-exploration-of-discrete-symmetry/toc/10.2969/msjmemoirs/027010000	Choi	euclid.msjm/1418313992		fulltext		Mathematical Society of Japan	Monograph	2012	41984.0	27			euclid.msjm/2189-1494		F
Discrete Geometric Analysis	978-4-86497-035-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/discrete-geometric-analysis/toc/10.2969/msjmemoirs/034010000	Barlow	euclid.msjm/1464020503		fulltext		Mathematical Society of Japan	Monograph	2016	42513.0	34			euclid.msjm/2189-1494		P
Moduli spaces of stable sheaves on schemes: restriction theorems, boundedness and the GIT construction	978-4-86497-034-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/moduli-spaces-of-stable-sheaves-on-schemes/toc/10.2969/msjmemoirs/033010000	Maruyama	euclid.msjm/1467400243		fulltext		Mathematical Society of Japan	Monograph	2016	42552.0	33		Abe	euclid.msjm/2189-1494		P
Foundations of the minimal model program	978-4-86497-045-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/foundations-of-the-minimal-model-program/toc/10.2969/msjmemoirs/035010000	Fujino	euclid.msjm/1496245040		fulltext		Mathematical Society of Japan	Monograph	2017	42886.0	35			euclid.msjm/2189-1494		P
Global Solutions and the Asymptotic Behavior for Nonlinear Wave Equations with Small Initial Data	978-4-86497-054-9								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/global-solutions-and-the-asymptotic-behavior-for-nonlinear-wave-equations-with-small-initial-data/toc/10.2969/msjmemoirs/036010000	Katayama	euclid.msjm/1511805567		fulltext		Mathematical Society of Japan	Monograph	2017	43066.0	36			euclid.msjm/2189-1494		P
4-dimensional Painlevé-type equations	978-4-86497-087-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/4-dimensional-painleve-type-equations/toc/10.2969/msjmemoirs/037010000	Hiroe	euclid.msjm/1544642043		fulltext		Mathematical Society of Japan	Monograph	2018	43446.0	37			euclid.msjm/2189-1494		P
Moduli spaces of real projective structures on surfaces	978-4-86497-096-9								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/moduli-spaces-of-real-projective-structures-on-surfaces/toc/10.2969/msjmemoirs/038010000	Casella	euclid.msjm/1583965078		fulltext		Mathematical Society of Japan	Monograph	2020	43901.0	38			euclid.msjm/2189-1494		P
Mathematical Society of Japan Memoirs		2189-1494							https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs		euclid.msjm/2189-1494		fulltext	Titles older than 8 years are open.	Mathematical Society of Japan	Serial								P
Notre Dame Journal of Formal Logic	0029-4527	1939-0726	1960	1.0	1-2				https://projecteuclid.org/journals/notre-dame-journal-of-formal-logic		notre-dame-journal-of-formal-logic		fulltext	Articles older than 5 years are open.	Duke University Press	Serial								P
Notre Dame Mathematical Lectures			1942	1.0		1992-01-01	12.0		https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures		euclid.ndml		fulltext	All content is open.	University of Notre Dame	Serial								F
On the Principles of Statistical Inference									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/on-the-principles-of-statistical-inference/toc/ndml/1175196978	Wald	euclid.ndml/1175196978		fulltext		University of Notre Dame	Monograph	1942	39170.0	1			euclid.ndml		F
Galois Theory: Lectures Delivered at the University of Notre Dame									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/galois-theory/toc/ndml/1175197001	Artin	euclid.ndml/1175197001		fulltext		University of Notre Dame	Monograph	1942	39170.0	2		Milgram	euclid.ndml		F
Galois Theory: Lectures Delivered at the University of Notre Dame									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/galois-theory/toc/ndml/1175197041	Artin	euclid.ndml/1175197041		fulltext		University of Notre Dame	Monograph	1971	39170.0	2	2nd edition	Milgram	euclid.ndml		F
Algebra of Analysis									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/algebra-of-analysis/toc/ndml/1175197100	Menger	euclid.ndml/1175197100		fulltext		University of Notre Dame	Monograph	1944	39170.0	3			euclid.ndml		F
Notre Dame Mathematical Lectures, Number 4									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/notre-dame-mathematical-lectures-number-4/toc/ndml/1175197121		euclid.ndml/1175197121		fulltext		University of Notre Dame	Monograph	1944	39170.0	4			euclid.ndml		F
A Theory of Formal Deducibility									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/a-theory-of-formal-deducibility/toc/ndml/1175197175	Curry	euclid.ndml/1175197175		fulltext		University of Notre Dame	Monograph	1950	39170.0	6			euclid.ndml		F
A Theory of Formal Deducibility									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/a-theory-of-formal-deducibility/toc/ndml/1175197293	Curry	euclid.ndml/1175197293		fulltext		University of Notre Dame	Monograph	1966	39170.0	6	2nd edition		euclid.ndml		F
Lectures on Diophantine Approximations									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/lectures-on-diophantine-approximations/toc/ndml/1175197407	Mahler	euclid.ndml/1175197407		fulltext		University of Notre Dame	Monograph	1961	39170.0	7			euclid.ndml		F
Abstract Set Theory									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/abstract-set-theory/toc/ndml/1175197470	Skolem	euclid.ndml/1175197470		fulltext		University of Notre Dame	Monograph	1962	39170.0	8			euclid.ndml		F
The Concept of Matter in Descartes and Leibniz									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/the-concept-of-matter-in-descartes-and-leibniz/toc/ndml/1175197520	Taliaferro	euclid.ndml/1175197520		fulltext		University of Notre Dame	Monograph	1964	39170.0	9			euclid.ndml		F
Topics in the Theory of Algebraic Groups	0-268-01843-X								https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/topics-in-the-theory-of-algebraic-groups/toc/ndml/1175197654		euclid.ndml/1175197654		fulltext		University of Notre Dame	Monograph	1982	39170.0	10[b]			euclid.ndml		F
The Model Theory of Groups	0-268-01371-3								https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/the-model-theory-of-groups/toc/ndml/1175197767		euclid.ndml/1175197767		fulltext		University of Notre Dame	Monograph	1989	39170.0	11		Nesin	euclid.ndml		F
Proceedings of the Symposium on Value Distribution Theory in Several Complex Variables: On the occasion of the Inauguration of Wilhelm Stoll as the Vincent F. Duncan and Annamarie Micus Duncan Professor of Mathematics, April 28-29, 1990, University of Notre Dame	0-268-01512-0								https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/proceedings-of-the-symposium-on-value-distribution-theory-in-several-complex-variables/toc/ndml/1175197930		euclid.ndml/1175197930		fulltext		University of Notre Dame	Monograph	1990	39170.0	12		Stoll	euclid.ndml		F
Topics in Local Algebra: Lectures Delivered at the University of Notre Dame									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/topics-in-local-algebra/toc/ndml/1175199897	Dieudonné	euclid.ndml/1175199897		fulltext		University of Notre Dame	Monograph	1967	39170.0	10[a]		Borelli	euclid.ndml		F
Direct Decompositions of Finite Algebraic Systems									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/direct-decompositions-of-finite-algebraic-systems/toc/ndml/1175200122	Jónsson	euclid.ndml/1175200122		fulltext		University of Notre Dame	Monograph	1947	39170.0	5			euclid.ndml		F
Nihonkai Mathematical Journal	1341-9951		1990	1.0	1				https://projecteuclid.org/journals/nihonkai-mathematical-journal		nihonkai-mathematical-journal		fulltext	Articles older than 5 years are open.	Niigata University, Department of Mathematics	Serial							euclid.nihmj/0369-576X	P
Nagoya Mathematical Journal	0027-7630		1950	1.0		2015-12-01	220.0	0	https://projecteuclid.org/journals/nagoya-mathematical-journal		nagoya-mathematical-journal		fulltext	Articles older than 4 years are open.	Nagoya Mathematical Journal	Serial								F
Journal of Mathematics, Osaka City University	0449-2773		1961	12.0	1-2	1963-01-01	14.0	2	https://projecteuclid.org/journals/osaka-journal-of-mathematics		osaka-journal-of-mathematics		fulltext		Osaka University and Osaka City University, Departments of Mathematics	Serial							euclid.ojm/0388-0516	F
Pure and Applied Analysis	2578-5893	2578-5885	2019-01-01	1.0	1				https://projecteuclid.org/journals/pure-and-applied-analysis		pure-and-applied-analysis		fulltext	Articles older than 5 years are open.	MSP	Serial								P
Proceedings of the Centre for Mathematics and its Applications	1328-5076								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications		euclid.pcma/1328-5076		fulltext	All content is open.	Australian National University, Mathematical Sciences Institute	Serial								F
National Research Symposium on Geometric Analysis and Applications	0-7315-5203-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/national-research-symposium-on-geometric-analysis-and-applications/toc/pcma/1416260665		euclid.pcma/1416260665		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2001	41960.0	39		Isaev	euclid.pcma/1328-5076		F
The AMSIANU Workshop on Spectral Theory and Harmonic Analysis	0-7315-5208-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/the-amsi-anu-workshop-on-spectral-theory-and-harmonic-analysis/toc/pcma/1416320868		euclid.pcma/1416320868		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2010	41961.0	44		Hassell	euclid.pcma/1328-5076		F
The Japanese-Australian Workshop on Real and Complex Singularities: JARCS III	0-7315-5207-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/the-japanese-australian-workshop-on-real-and-complex-singularities-jarcs-iii/toc/pcma/1416320990		euclid.pcma/1416320990		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2010	41961.0	43		Fukui	euclid.pcma/1328-5076		F
CMA/AMSI Research Symposium Asymptotic Geometric Analysis, Harmonic Analysis and Related Topics	0-7315-5206-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/cma-amsi-research-symposium-asymptotic-geometric-analysis-harmonic-analysis-and-related-topics/toc/pcma/1416321163		euclid.pcma/1416321163		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2007	41961.0	42		McIntosh	euclid.pcma/1328-5076		F
International Conference on Harmonic Analysis and Related Topics	0-7315-5205-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/international-conference-on-harmonic-analysis-and-related-topics/toc/pcma/1416322419		euclid.pcma/1416322419		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2003	41961.0	41		Duong	euclid.pcma/1328-5076		F
Miniconference on Probability and Analysis	0-7315-0446-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-probability-and-analysis/toc/pcma/1416322687		euclid.pcma/1416322687		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1992	41961.0	29		Doust	euclid.pcma/1328-5076		F
Workshop on Design of Longitudinal Studies and Analysis of Repeated Measures Data	0-7315-0444-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/workshop-on-design-of-longitudinal-studies-and-analysis-of-repeated-measures-data/toc/pcma/1416322980		euclid.pcma/1416322980		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1991	41961.0	28		Wilson	euclid.pcma/1328-5076		F
Mini-Conference on Free and Moving Boundary and Diffusion Problems	0-7315-0446-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/mini-conference-on-free-and-moving-boundary-and-diffusion-problems/toc/pcma/1416323066		euclid.pcma/1416323066		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1992	41961.0	30		Pani	euclid.pcma/1328-5076		F
Surveys in Analysis and Operator Theory	0-7315-5204-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/surveys-in-analysis-and-operator-theory/toc/pcma/1416323094		euclid.pcma/1416323094		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2002	41961.0	40		Hassell	euclid.pcma/1328-5076		F
NEMACOM - New Methods in Applied and Computational Mathematics Workshop	0-7315-5202-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/nemacom-new-methods-in-applied-and-computational-mathematics-workshop/toc/pcma/1416323105		euclid.pcma/1416323105		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1999	41961.0	38		Melnik	euclid.pcma/1328-5076		F
Joint Australian-Taiwanese Workshop on Analysis and Applications	0-7315-5201-6								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/joint-australian-taiwanese-workshop-on-analysis-and-applications/toc/pcma/1416323117		euclid.pcma/1416323117		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1999	41961.0	37		Cranny	euclid.pcma/1328-5076		F
National Symposium on Functional Analysis, Optimization and Applications	0-7315-5200-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/national-symposium-on-functional-analysis-optimization-and-applications/toc/pcma/1416323139		euclid.pcma/1416323139		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1999	41961.0	36		Giles	euclid.pcma/1328-5076		F
On Uniqueness in the Large of Solutions of Einsteins Equations (Strong Cosmic Censorship)	0-7315-0443-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/on-uniqueness-in-the-large-of-solutions-of-einsteins-equations-strong-cosmic-censorship/toc/pcma/1416323346	Chrusciel	euclid.pcma/1416323346		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1991	41961.0	27			euclid.pcma/1328-5076		F
Mini Conference on Inverse Problems in Partial Differential Equations	0-7315-0447-X								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/mini-conference-on-inverse-problems-in-partial-differential-equations/toc/pcma/1416323366		euclid.pcma/1416323366		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1992	41961.0	31		Pani	euclid.pcma/1328-5076		F
Meschach: Matrix Computations in C	0-7315-1900-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/meschach-matrix-computations-in-c/toc/pcma/1416323405		euclid.pcma/1416323405		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1994	41961.0	32		Stewart	euclid.pcma/1328-5076		F
Miniconferences on Analysis and Applications	0-7315-2130-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconferences-on-analysis-and-applications/toc/pcma/1416323434		euclid.pcma/1416323434		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1994	41961.0	33		Marten	euclid.pcma/1328-5076		F
Instructional Workshop on Analysis and Geometry, Part 1	0-7315-2415-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/instructional-workshop-on-analysis-and-geometry-part-1/toc/pcma/1416323467		euclid.pcma/1416323467		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996	41961.0	34, Part 1		Cranny	euclid.pcma/1328-5076		F
Instructional Workshop on Analysis and Geometry, Part 2	0-7315-2416-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/instructional-workshop-on-analysis-and-geometry-part-2/toc/pcma/1416323484		euclid.pcma/1416323484		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996	41961.0	34, Part 2		Cranny	euclid.pcma/1328-5076		F
Instructional Workshop on Analysis and Geometry, Part 3	0-7315-2417-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/instructional-workshop-on-analysis-and-geometry-part-3/toc/pcma/1416323531		euclid.pcma/1416323531		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996	41961.0	34, Part 3		Cranny	euclid.pcma/1328-5076		F
Theoretical and Numerical Aspects of Geometric Variational Problems	0-7315-0439-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/theoretical-and-numerical-aspects-of-geometric-variational-problems/toc/pcma/1416323548		euclid.pcma/1416323548		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1991	41961.0	26		Dziuk	euclid.pcma/1328-5076		F
IGBP Workshop 13 on Mathematical and Statistical Modelling of Global Change Processes	0-7315-0438-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/igbp-workshop-13-on-mathematical-and-statistical-modelling-of-global-change-processes/toc/pcma/1416323836		euclid.pcma/1416323836		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1990	41961.0	25		Latham	euclid.pcma/1328-5076		F
Lectures on Minimal Surfaces in $R^3$	0-7315-2443-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/lectures-on-minimal-surfaces-in-r-3/toc/pcma/1416324349		euclid.pcma/1416324349		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996	41961.0	35		Fang	euclid.pcma/1328-5076		F
Miniconference on Operators in Analysis	0-7315-0875-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operators-in-analysis/toc/pcma/1416335054		euclid.pcma/1416335054		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1990	41961.0	24		Doust	euclid.pcma/1328-5076		F
A Chinese-English Mathematics Primer	0-7315-0436-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/a-chinese-english-mathematics-primer/toc/pcma/1416335131		euclid.pcma/1416335131		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989	41961.0	23		Coppel	euclid.pcma/1328-5076		F
Miniconference on Operators in Analysis	0-7315-0431-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operators-in-analysis/toc/pcma/1416335143		euclid.pcma/1416335143		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989	41961.0	21		Loy	euclid.pcma/1328-5076		F
Conference on Mathematical Relativity	0-7315-0429-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/conference-on-mathematical-relativity/toc/pcma/1416335838		euclid.pcma/1416335838		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989	41961.0	19		Bartnik	euclid.pcma/1328-5076		F
Integration Structures	0-7315-0428-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/integration-structures/toc/pcma/1416335925	Kluvánek	euclid.pcma/1416335925		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1988	41961.0	18			euclid.pcma/1328-5076		F
Special Program on Inverse Problems	0-7315-0427-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/special-program-on-inverse-problems/toc/pcma/1416336175		euclid.pcma/1416336175		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1988	41961.0	17		Anderssen	euclid.pcma/1328-5076		F
Miniconference on Harmonic Analysis and Operator Algebras	0-86784-519-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-harmonic-analysis-and-operator-algebras/toc/pcma/1416336193		euclid.pcma/1416336193		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987	41961.0	16		Cowling	euclid.pcma/1328-5076		F
Miniconference on Harmonic Analysis	0-86784-518-X								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-harmonic-analysis/toc/pcma/1416336448		euclid.pcma/1416336448		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987	41961.0	15		Cowling	euclid.pcma/1328-5076		F
Miniconference on Operator Theory and Partial Differential Equations	0-86784-517-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operator-theory-and-partial-differential-equations/toc/pcma/1416336582		euclid.pcma/1416336582		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1986	41961.0	14		Cowling	euclid.pcma/1328-5076		F
Miniconference on geometry/partial differential equations, 2	0-86784-515-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-geometry-partial-differential-equations-2/toc/pcma/1416336632		euclid.pcma/1416336632		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987	41961.0	12		Hutchinson	euclid.pcma/1328-5076		F
Workshop on Inverse Problems	0-86784-514-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/workshop-on-inverse-problems/toc/pcma/1416336653		euclid.pcma/1416336653		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1986	41961.0	11		Anderson	euclid.pcma/1328-5076		F
Miniconference on Geometry and Partial Differential Equations	0-86784-511-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-geometry-and-partial-differential-equations/toc/pcma/1416336671		euclid.pcma/1416336671		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1986	41961.0	10		Simon	euclid.pcma/1328-5076		F
Miniconference on Linear Analysis and Functional Spaces	0-86784-510-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-linear-analysis-and-functional-spaces/toc/pcma/1416336944		euclid.pcma/1416336944		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1985	41961.0	9		McIntosh	euclid.pcma/1328-5076		F
Miniconference on nonlinear analysis	0-86784-509-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-nonlinear-analysis/toc/pcma/1416336974		euclid.pcma/1416336974		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984	41961.0	8		Trudinger	euclid.pcma/1328-5076		F
Contributions of Mathematical Analysis to the Numerical Solution of Partial Differential Equations	0-86784-508-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/contributions-of-mathematical-analysis-to-the-numerical-solution-of-partial-differential-equations/toc/pcma/1416337571		euclid.pcma/1416337571		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984	41961.0	7		Miller	euclid.pcma/1328-5076		F
Mathematical Programming and Numerical Analysis Workshop	0-86784-507-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/mathematical-programming-and-numerical-analysis-workshop/toc/pcma/1416337596		euclid.pcma/1416337596		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984	41961.0	6		Miller	euclid.pcma/1328-5076		F
Miniconference on Operator Theory and Partial Differential Equations	0-86784-438-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operator-theory-and-partial-differential-equations/toc/pcma/1416337615		euclid.pcma/1416337615		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984	41961.0	5		Jefferies	euclid.pcma/1328-5076		F
