publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Model-Theoretic Logics	0-387-90936-2								https://projecteuclid.org/ebooks/perspectives-in-logic/model-theoretic-logics/toc/pl/1235417263		euclid.pl/1235417263		fulltext		Association for Symbolic Logic	Monograph	1985.0	39867.0	8		Barwise	euclid.pl		F
Admissible Sets and Structures: An Approach to Definability Theory	3-540-07451-1								https://projecteuclid.org/ebooks/perspectives-in-logic/admissible-sets-and-structures-an-approach-to-definability-theory/toc/pl/1235418470	Barwise	euclid.pl/1235418470		fulltext		Association for Symbolic Logic	Monograph	1975.0	39867.0	7			euclid.pl		F
Constructibility	3-540-13258-9								https://projecteuclid.org/ebooks/perspectives-in-logic/constructibility/toc/pl/1235419477	Devlin	euclid.pl/1235419477		fulltext		Association for Symbolic Logic	Monograph	1984.0	39867.0	6			euclid.pl		F
Proper and Improper Forcing	3-540-51700-6								https://projecteuclid.org/ebooks/perspectives-in-logic/proper-and-improper-forcing/toc/pl/1235419814	Shelah	euclid.pl/1235419814		fulltext		Association for Symbolic Logic	Monograph	1998.0	39867.0	5			euclid.pl		F
Essential Stability Theory	3-540-61011-1								https://projecteuclid.org/ebooks/perspectives-in-logic/essential-stability-theory/toc/pl/1235420888	Buechler	euclid.pl/1235420888		fulltext		Association for Symbolic Logic	Monograph	1996.0	39867.0	4			euclid.pl		F
Metamathematics of First-Order Arithmetic	3-540-63648-X								https://projecteuclid.org/ebooks/perspectives-in-logic/metamathematics-of-first-order-arithmetic/toc/pl/1235421926	Hájek	euclid.pl/1235421926		fulltext		Association for Symbolic Logic	Monograph	1998.0	39867.0	3			euclid.pl		F
Higher Recursion Theory	3-540-19305-7								https://projecteuclid.org/ebooks/perspectives-in-logic/higher-recursion-theory/toc/pl/1235422631	Sacks	euclid.pl/1235422631		fulltext		Association for Symbolic Logic	Monograph	1990.0	39867.0	2			euclid.pl		F
Computability in Analysis and Physics	3-540-50035-9								https://projecteuclid.org/ebooks/perspectives-in-logic/computability-in-analysis-and-physics/toc/pl/1235422916	Pour-El	euclid.pl/1235422916		fulltext		Association for Symbolic Logic	Monograph	1989.0	39867.0	1			euclid.pl		F
Probability Surveys		1549-5787	2004	1.0					https://projecteuclid.org/journals/probability-surveys		probability-surveys		fulltext	All content is open.	Institute of Mathematical Statistics and Bernoulli Society	Serial								F
SPAS Book Series, Collection A									https://projecteuclid.org/ebooks/spas-book-series-collection-a		euclid.spaseds		fulltext	All content is open.	Statistics and Probability African Society	Serial								F
A Collection of Papers in Mathematics and Related Sciences: A Festschrift in Honour of the Late Galaye Dia	978-2-9559183-0-2								https://projecteuclid.org/ebooks/spas-book-series-collection-a/a-collection-of-papers-in-mathematics-and-related-sciences/toc/10.16929/sbs/2018.100		euclid.spaseds/156950		fulltext		Statistics and Probability African Society	Monograph	2018.0	43734.0	1		Hamet Seydi	euclid.spaseds		F
Statistics Surveys	1935-7516		2007	1.0					https://projecteuclid.org/journals/statistics-surveys		statistics-surveys		fulltext	All content is open.	Amer. Statist. Assoc., the Bernoulli Soc., the Inst. Math. Statist., and the Statist. Soc. Canada	Serial								F
Stochastic Systems		1946-5238	2011	1.0	1	2017-01-01	7.0	2.0	https://projecteuclid.org/journals/stochastic-systems		stochastic-systems		fulltext	All content is open.	INFORMS Applied Probability Society	Serial								F
Taiwanese Journal of Mathematics	1027-5487	2224-6851	1997	1.0	1				https://projecteuclid.org/journals/taiwanese-journal-of-mathematics		taiwanese-journal-of-mathematics		fulltext	All content is open.	Mathematical Society of the Republic of China	Serial								F
																								
